no,eventtitle,where,whom,what,who,contact,fee,when,openTime,closeTime,tag1
33,輪島市乳幼児健康相談,町野めばえ子育て支援室,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2016/12/16,10:00:00,11:00:00,
34,輪島市乳幼児健康相談,町野めばえ子育て支援室,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2017/02/17,10:00:00,11:00:00,
35,輪島市乳幼児健康相談,町野めばえ子育て支援室,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2017/03/17,10:00:00,11:00:00,
36,輪島市おやこ子育て広場・のびのび広場,輪島市子育て支援センター・児童センター,4～6か月児,離乳食の調理実習＆発達や生活リズムなどのお話,輪島市健康推進課,0768-23-1136,0,2016/04/22,10:00:00,11:30:00,
37,輪島市おやこ子育て広場・のびのび広場,輪島市子育て支援センター・児童センター,4～6か月児,離乳食の調理実習＆発達や生活リズムなどのお話,輪島市健康推進課,0768-23-1136,0,2016/07/22,10:00:00,11:30:00,
38,輪島市おやこ子育て広場・のびのび広場,輪島市子育て支援センター・児童センター,4～6か月児,離乳食の調理実習＆発達や生活リズムなどのお話,輪島市健康推進課,0768-23-1136,0,2016/10/28,10:00:00,11:30:00,
39,輪島市おやこ子育て広場・のびのび広場,輪島市子育て支援センター・児童センター,4～6か月児,離乳食の調理実習＆発達や生活リズムなどのお話,輪島市健康推進課,0768-23-1136,0,2017/01/27,10:00:00,11:30:00,
40,輪島市おやこ子育て広場・ぐんぐん広場,輪島市子育て支援センター・児童センター,7～11か月児,離乳食の進め方＆保育士さんに学ぶ遊び方など,輪島市健康推進課,0768-23-1136,0,2016/05/27,10:00:00,11:30:00,
41,輪島市おやこ子育て広場・ぐんぐん広場,輪島市子育て支援センター・児童センター,7～11か月児,離乳食の進め方＆保育士さんに学ぶ遊び方など,輪島市健康推進課,0768-23-1136,0,2016/08/26,10:00:00,11:30:00,
42,輪島市おやこ子育て広場・ぐんぐん広場,輪島市子育て支援センター・児童センター,7～11か月児,離乳食の進め方＆保育士さんに学ぶ遊び方など,輪島市健康推進課,0768-23-1136,0,2016/11/25,10:00:00,11:30:00,
43,輪島市おやこ子育て広場・ぐんぐん広場,輪島市子育て支援センター・児童センター,7～11か月児,離乳食の進め方＆保育士さんに学ぶ遊び方など,輪島市健康推進課,0768-23-1136,0,2017/02/24,10:00:00,11:30:00,
44,輪島市おやこ子育て広場・ぱくぱく広場,輪島市子育て支援センター・児童センター,1才～1才6か月児,離乳食バイキング＆発達やことばを育む関わりについてのお話,輪島市健康推進課,0768-23-1136,0,2016/06/24,10:00:00,11:30:00,
45,輪島市おやこ子育て広場・ぱくぱく広場,輪島市子育て支援センター・児童センター,1才～1才6か月児,離乳食バイキング＆発達やことばを育む関わりについてのお話,輪島市健康推進課,0768-23-1136,0,2016/09/23,10:00:00,11:30:00,
46,輪島市おやこ子育て広場・ぱくぱく広場,輪島市子育て支援センター・児童センター,1才～1才6か月児,離乳食バイキング＆発達やことばを育む関わりについてのお話,輪島市健康推進課,0768-23-1136,0,2016/12/09,10:00:00,11:30:00,
47,輪島市おやこ子育て広場・ぱくぱく広場,輪島市子育て支援センター・児童センター,1才～1才6か月児,離乳食バイキング＆発達やことばを育む関わりについてのお話,輪島市健康推進課,0768-23-1136,0,2017/03/24,10:00:00,11:30:00,
