no,eventtitle,where,whom,what,who,contact,fee,when,openTime,closeTime,tag1
118,Xmasツリー＆リースをつくろう！,こどもみらいセンター（能登町）,未収園児とその保護者,Xmasツリー又はリースを親子で作ります！出来上がったらおうちで飾ってね♪　定員１０名＊要申込,こどもみらいセンター（能登町）,0768(62)1503,0,2016/12/07,10:30:00,11:30:00,baby
119,はじめて★ヨガ,こどもみらいセンター（能登町）,未収園児とその保護者,はじめての方も大丈夫!!お子さんと一緒にヨガに挑戦しましょう♪　講師：府中　瑠美先生　＊要申込　持ち物：ヨガマット（お持ちの方）・ブランケット　動きやすい服装でお越しください。,こどもみらいセンター（能登町）,0768(62)1503,500,2016/12/09,10:30:00,11:30:00,baby
120,身体計測＆パネルシアター,こどもみらいセンター（能登町）,未収園児とその保護者,身体計測をします。母子手帳を持参下さい。終了後はパネルシアターがあります。,こどもみらいセンター（能登町）,0768(62)1503,0,2016/12/16,10:30:00,11:30:00,baby
121,Mama Cafe,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお茶やお喋りしながらリフレッシュ！　要予約・定員10名　,こどもみらいセンター（能登町）,0768(62)1503,300,2016/12/21,10:30:00,12:00:00,baby
122,ノームクリスマス会,こどもみらいセンター（能登町）,乳幼児～どなたでも,虎之助ちびっこ演奏・乳幼児お楽しみタイム・小学生＆保護者ゲーム・サンタさんからのプレゼントもあるよ！！,こどもみらいセンター（能登町）,0768(62)1503,0,2016/12/23,10:00:00,11:30:00,baby
123,ドッチボール大会,こどもみらいセンター（能登町）,小学生,皆でドッチボールを楽しみます！持ち物：内履きズック・汗ふきタオル・お茶又は水,こどもみらいセンター（能登町）,0768(62)1503,0,2016/12/07,14:00:00,15:00:00,baby
124,こどもクッキング「クリスマスケーキ作り」,こどもみらいセンター（能登町）,小学生,クリスマスケーキを皆で作ります！定員：１０名　持ち物：エプロン・三角巾・マスク・手ふき,こどもみらいセンター（能登町）,0768(62)1503,300,2016/12/17,10:00:00,11:30:00,child
125,親子ミニ門松づくり,コンセールのと,幼児・小学生とその保護者,親子で門松作りを楽しみましょう！＊要申込,宇出津公民館・こどもみらいセンター,0768(62)3458・0768(62)1503,200,2016/12/25,10:00:00,12:00:00,baby
126,あそびのチャンピオン,こどもみらいセンター（能登町）,小学生,色々な遊びにチャレンジして記録に挑戦しよう！,こどもみらいセンター（能登町）,0768(62)1503,0,2016/01/06,10:30:00,12:00:00,child
127,たのしい発表会,認定こども園鵜川保育所,未収園児とその保護者,お姉さん、お兄さんの発表を観賞しましょう！,認定こども園鵜川保育所,0768(67)1623,0,2016/12/03,09:30:00,12:00:00,baby
128,発表会を見よう,認定こども園ひばり保育,未収園児とその保護者,発表会を見ましょう！,認定こども園ひばり保育所,0768(62)1502,0,2016/12/10,09:30:00,12:00:00,baby
129,もうすぐクリスマス,認定こども園しらさぎ保育所,未収園児とその保護者,もうすぐクリスマスですね。クリスマスにちなんだ遊びをします,認定こども園しらさぎ保育所,0768(62)0304,0,2016/12/15,10:30:00,11:20:00,baby
130,発表会に参観しよう,認定こども園上町保育所,未収園児とその保護者,発表会を観賞しましょう！,認定こども園上町保育所,0768(76)0136,0,2016/12/03,09:30:00,12:00:00,baby
131,発表会を見よう,認定こども園高倉保育所,未収園児とその保護者,在園児の発表会を見ましょう！,認定こども園高倉保育所,0768(62)0670,0,2016/12/10,09:30:00,12:00:00,baby
