no,eventtitle,where,whom,what,who,contact,fee,when,openTime,closeTime,tag1
11,すくすく相談,穴水町保健センター,乳幼児,赤ちゃんの成長・発達をお母さんと一緒に見ていきます。,穴水町,穴水町健康推進課（0768-52-3589）,0,2016/10/03,10:00:00,11:30:00,
12,すくすく相談,穴水町保健センター,乳幼児,赤ちゃんの成長・発達をお母さんと一緒に見ていきます。,穴水町,穴水町健康推進課（0768-52-3589）,0,2016/11/14,10:00:00,11:30:00,
13,すくすく相談,穴水町保健センター,乳幼児,赤ちゃんの成長・発達をお母さんと一緒に見ていきます。,穴水町,穴水町健康推進課（0768-52-3589）,0,2016/12/12,10:00:00,11:30:00,
14,すくすく相談,穴水町保健センター,乳幼児,赤ちゃんの成長・発達をお母さんと一緒に見ていきます。,穴水町,穴水町健康推進課（0768-52-3589）,0,2017/02/13,10:00:00,11:30:00,
15,すくすく相談,穴水町保健センター,乳幼児,赤ちゃんの成長・発達をお母さんと一緒に見ていきます。,穴水町,穴水町健康推進課（0768-52-3589）,0,2017/03/13,10:00:00,11:30:00,
16,ママのホッとティータイム,穴水町児童館,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2016/03/15,10:00:00,11:30:00,
17,ママのホッとティータイム,穴水町児童館,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2016/04/19,10:00:00,11:30:00,
18,ママのホッとティータイム,穴水町児童館,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2016/05/17,10:00:00,11:30:00,
19,ママのホッとティータイム,穴水町児童館,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2016/06/21,10:00:00,11:30:00,
20,ママのホッとティータイム,穴水町児童館,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2016/07/05,10:00:00,11:30:00,
21,ママのホッとティータイム,穴水町児童館,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2016/10/18,10:00:00,11:30:00,
22,ママのホッとティータイム,穴水町児童館,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2016/11/15,10:00:00,11:30:00,
23,ママのホッとティータイム,穴水町児童館,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2016/12/20,10:00:00,11:30:00,
24,ママのホッとティータイム,穴水町児童館,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2017/01/17,10:00:00,11:30:00,
25,ママのホッとティータイム,穴水町児童館,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2017/02/21,10:00:00,11:30:00,
26,ママのホッとティータイム,穴水町児童館,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2017/03/21,10:00:00,11:30:00,
27,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,児童館,0,2016/04/22,10:00:00,12:00:00,
28,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,児童館,0,2016/04/26,10:00:00,12:00:00,
29,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,児童館,0,2016/04/12,10:00:00,12:00:00,
30,親子体操教室,穴水町児童館,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,児童館,0,2016/04/15,10:30:00,12:00:00,
31,児童ダンスクラブ,穴水町児童館,小学生,仲間とダンスの練習,穴水町,児童館,0,2016/04/20,15:00:00,16:00:00,
32,児童ダンスクラブ,穴水町児童館,小学生,仲間とダンスの練習,穴水町,児童館,0,2016/04/23,10:00:00,11:00:00,
33,おはなし会,穴水町児童館,小学生,絵本・すばなし・紙芝居,穴水町,児童館,0,2016/04/23,10:30:00,11:30:00,
34,てづくり教室,穴水町児童館,小学生,絵本・すばなし・紙芝居,穴水町,児童館,0,2016/04/23,10:30:00,11:30:00,
35,お友達になりましょう,穴水町子育て支援センター（平和こども園）,乳幼児,お友達になりましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/04/07,09:30:00,11:00:00,
36,4月生まれのお友達・誕生会,穴水町子育て支援センター（平和こども園）,乳幼児,4月生まれのお友達をみんなで祝ってあげよう。,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/04/21,09:30:00,11:00:00,
37,子育て情報交換,穴水町子育て支援センター（平和こども園）,乳幼児,ママ達と情報交換しましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/04/21,09:30:00,11:00:00,
38,リズム遊びを楽しもう,穴水町子育て支援センター（平和こども園）,乳幼児,親子でリズム遊びをしましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/04/28,09:30:00,11:00:00,
39,子育て情報交換,穴水町子育て支援センター（平和こども園）,乳幼児,ママ達と情報交換しましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/05/19,09:30:00,11:00:00,
40,5月生まれのお友達・誕生会,穴水町子育て支援センター（平和こども園）,乳幼児,5月生まれのお友達をみんなで祝ってあげよう。,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/05/26,09:30:00,11:00:00,
41,園庭で遊ぼう,穴水町子育て支援センター（平和こども園）,乳幼児,園庭で遊びましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/05/12,09:30:00,11:00:00,
42,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/05/10,10:00:00,12:00:00,
43,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/05/20,10:00:00,12:00:00,
44,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/05/25,10:00:00,12:00:00,
45,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/05/27,10:00:00,12:00:00,
46,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/05/31,10:00:00,12:00:00,
47,親子体操教室,穴水町児童館,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,穴水町児童館(0768-52-3220),0,2016/05/13,10:30:00,12:00:00,
48,ハンドメイド教室,穴水町児童館,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,穴水町児童館(0768-52-3220),0,2016/05/24,10:00:00,12:00:00,
49,児童ダンスクラブ,穴水町児童館,小学生,仲間とダンスの練習,穴水町,穴水町児童館(0768-52-3220),0,2016/05/18,15:30:00,16:30:00,
50,児童ダンスクラブ,穴水町児童館,小学生,仲間とダンスの練習,穴水町,穴水町児童館(0768-52-3220),0,2016/05/14,10:30:00,11:30:00,
51,おはなし会,穴水町児童館,小学生,絵本・すばなし・紙芝居,穴水町,児童館,0,2016/05/14,10:30:00,11:30:00,
52,てづくり教室,穴水町児童館,小学生,絵本・すばなし・紙芝居,穴水町,穴水町児童館(0768-52-3220),0,2016/05/28,10:30:00,11:30:00,
53,8月生まれのお友達・誕生会,穴水町子育て支援センター（平和こども園）,乳幼児,8月生まれのお友達をみんなで祝ってあげよう。,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/08/18,09:30:00,11:00:00,
54,温水プール遊び,穴水町子育て支援センター（平和こども園）,乳幼児,温水プール遊び,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/08/04,09:30:00,11:00:00,
55,子育て情報交換,穴水町子育て支援センター（平和こども園）,乳幼児,ママ達と情報交換しましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/08/25,09:30:00,11:00:00,
56,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/08/02,10:00:00,12:00:00,
57,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/08/05,10:00:00,12:00:00,
58,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/08/12,10:00:00,12:00:00,
59,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/08/16,10:00:00,12:00:00,
60,親子体操教室,穴水町児童館,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,穴水町児童館(0768-52-3220),0,2016/08/12,10:30:00,12:00:00,
61,ハンドメイド教室,穴水町児童館,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,穴水町児童館(0768-52-3220),0,2016/08/23,10:00:00,12:00:00,
62,おはなし会,穴水町児童館,小学生,絵本・すばなし・紙芝居,穴水町,児童館,0,2016/08/05,10:30:00,11:30:00,
63,絵画・造形教室,穴水町児童館,小学生１０人（予約）,「よく見て描こう」～混色の技法～,穴水町,穴水町児童館(0768-52-3220),0,2016/08/02,10:00:00,12:00:00,
64,夏休みエネルギー教室,穴水町児童館,小学生,電気のしくみ／空気砲など　（北陸電力指導員）,穴水町,穴水町児童館(0768-52-3220),0,2016/08/06,15:00:00,16:00:00,
65,児童ダンスクラブ,穴水町児童館,小学生,仲間とダンスの練習,穴水町,穴水町児童館(0768-52-3220),0,2016/08/17,15:00:00,16:00:00,
66,児童ダンスクラブ,穴水町児童館,小学生,仲間とダンスの練習,穴水町,穴水町児童館(0768-52-3220),0,2016/08/19,10:00:00,11:00:00,
67,あかちゃんおはなし会,穴水町図書館,乳幼児,おはなし会,穴水町,穴水町図書館(0768-52-2952),0,2016/08/23,10:30:00,11:30:00,
68,9月生まれのお友達・誕生会,穴水町子育て支援センター（平和こども園）,乳幼児,9月生まれのお友達をみんなで祝ってあげよう。,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/09/15,09:30:00,11:00:00,
69,子育て情報交換,穴水町子育て支援センター（平和こども園）,乳幼児,ママ達と情報交換しましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/09/01,09:30:00,11:00:00,
70,わらべ唄遊びを楽しもう,穴水町子育て支援センター（平和こども園）,乳幼児,わらべ唄遊び,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/09/08,09:30:00,11:00:00,
71,子育て情報交換,穴水町子育て支援センター（平和こども園）,乳幼児,ママ達と情報交換しましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/09/29,09:30:00,11:00:00,
72,おはなし会,穴水町児童館,小学生,絵本・すばなし・紙芝居,穴水町,児童館,0,2016/09/03,10:30:00,11:30:00,
73,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/09/02,10:00:00,12:00:00,
74,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/09/09,10:00:00,12:00:00,
75,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/09/21,10:00:00,12:00:00,
76,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/09/23,10:00:00,12:00:00,
77,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/09/27,10:00:00,12:00:00,
78,親子体操教室,穴水町児童館,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,穴水町児童館(0768-52-3220),0,2016/09/09,10:30:00,12:00:00,
79,ハンドメイド教室,穴水町児童館,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,穴水町児童館(0768-52-3220),0,2016/09/16,10:00:00,12:00:00,
80,子育て教室（親子対象）,穴水町児童館,乳幼児,楽しく子育て（あすなろ子育て広場指導員）,穴水町,穴水町児童館(0768-52-3220),0,2016/09/27,10:30:00,12:00:00,
81,児童ダンスクラブ,穴水町児童館,小学生,仲間とダンスの練習,穴水町,穴水町児童館(0768-52-3220),0,2016/09/10,14:00:00,15:00:00,
82,児童ダンスクラブ,穴水町児童館,小学生,仲間とダンスの練習,穴水町,穴水町児童館(0768-52-3220),0,2016/09/21,15:00:00,16:00:00,
83,造形教室,穴水町児童館,小学生,モビールづくり,穴水町,穴水町児童館(0768-52-3220),0,2016/09/10,10:00:00,12:00:00,
84,10月生まれのお友達・誕生会,穴水町子育て支援センター（平和こども園）,乳幼児,10月生まれのお友達をみんなで祝ってあげよう。,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/10/20,09:30:00,11:00:00,
85,子育て情報交換,穴水町子育て支援センター（平和こども園）,乳幼児,ママ達と情報交換しましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/10/06,09:30:00,11:00:00,
86,わらべ唄遊びを楽しもう,穴水町子育て支援センター（平和こども園）,乳幼児,わらべ唄遊び,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/10/13,09:30:00,11:00:00,
87,子育て情報交換,穴水町子育て支援センター（平和こども園）,乳幼児,ママ達と情報交換しましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/10/27,09:30:00,11:00:00,
88,おはなし会,穴水町児童館1階小会議室,小学生,絵本・すばなし・紙芝居など。「こぐまグループ」のみなさん,穴水町,児童館,0,2016/10/01,10:30:00,11:30:00,
89,児童ダンスクラブ,穴水町児童館,小学生,仲間とダンスの練習,穴水町,穴水町児童館(0768-52-3220),0,2016/10/19,15:00:00,16:00:00,
90,児童ダンスクラブ,穴水町児童館,小学生,仲間とダンスの練習,穴水町,穴水町児童館(0768-52-3220),0,2016/10/23,10:00:00,11:00:00,
91,てづくり教室,穴水町児童館２階多目的ホール,小学生,かんたんな工作,穴水町,穴水町児童館(0768-52-3220),0,2016/10/22,13:30:00,15:00:00,
92,子育て教室（親子対象）,穴水町児童館,乳幼児,ヨガでリラックス（インストラクター村上さん）※託児有（要予約）,穴水町,穴水町児童館(0768-52-3220),0,2016/10/04,10:30:00,11:30:00,
93,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/10/07,10:00:00,12:00:00,
94,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/10/13,10:00:00,12:00:00,
95,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/10/21,10:00:00,12:00:00,
96,親子体操教室,穴水町児童館,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,穴水町児童館(0768-52-3220),0,2016/10/21,10:30:00,12:00:00,
97,ハンドメイド教室,穴水町児童館,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,穴水町児童館(0768-52-3220),0,2016/10/25,10:00:00,12:00:00,
