no,eventtitle,where,whom,what,who,contact,fee,when,openTime,closeTime,tag1
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,「6月うまれたんじょう会」「親子体操」講師：田辺　明美さん　協力：太陽の子クラブ,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/06/30,10:30:00,11:30:00,
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,「ベビーマッサージ」　要予約　持ち物：タオル・バスタオル　材料費：300円,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/06/21,10:30:00,11:30:00,
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,「キラキラ笹飾りを作ろう」,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/06/28,10:30:00,11:30:00,
,手話であ・そ・ぼ,輪島市子育て支援センター・児童センター,グループ加入者,手話の披露・練習,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/06/18,14:00:00,16:00:00,
,暑中見舞いボランティア,ふれあい健康センター２階ボランティアルーム,小学生～大人,市内75歳以上の一人暮らしの方へ送る暑中見舞いハガキを作ります！出入りは自由ですのでぜひご参加ください。,輪島市子育て支援センター・児童センター、輪島市ボランティアセンター,0768-22-8031,0,2016/06/19,10:00:00,15:00:00,
,わじまキッズランド,輪島市子育て支援センター・児童センター,グループ加入者,子どもの町わじまを作ろう,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/06/26,10:00:00,12:00:00,
,クラフト工房で働こう～おしごと体験企画・第１回～,輪島市子育て支援センター・児童センター,小学生20人　要予約,今回のクラフト工房は「カラフルタイル」を使って、キッズ朝市で販売するかわいい小物を作ります。お給料はわん（模擬通貨）で通帳に入金されます。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/06/26,13:30:00,15:30:00,
,暑中見舞いボランティア,輪島市もんぜん児童館,小学生～大人,市内75歳以上の一人暮らしの方に贈る、暑中見舞いのハガキを作ります。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/06/11,10:00:00,11:30:00,
,ドッジビー大会,輪島市もんぜん児童館,小学生,放課後ドッジビーで燃えよう！,もんぜん児童館,0768-42-3166,0,2016/06/29,16:00:00,17:00:00,
,ジュニアスポーツ教室サッカー教室,輪島市もんぜん児童館,小学1～3年,サッカー教室です,輪島市もんぜん児童館,0768-42-3166,0,2016/06/16,15:30:00,16:15:00,
,ジュニアスポーツ教室サッカー教室,輪島市もんぜん児童館,小学4～6年,サッカー教室です,輪島市もんぜん児童館,0768-42-3166,0,2016/06/16,16:15:00,17:00:00,
,親子体操,輪島市もんぜん児童館,どなたでも,一緒に親子体操をしましょう♪,輪島市もんぜん児童館,0768-42-3166,0,2016/06/03,10:30:00,11:00:00,
,将棋教室,輪島市子育て支援センター・児童センター,小学生・中学生・高校生,将棋教室を行います。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/08/06,10:00:00,12:00:00,
,おしごとたいけん企画・第２回「木工所で働こう」,輪島市子育て支援センター・児童センター,小学生20人　要申し込み,電動のこぎりなどを使って木工製品を作ります。作った木工製品は、10月の「おしごとたいけん」に出荷するので持ち帰りはできません。中学生・高校生のボランティアスタッフも募集中です。詳しくは児童センターにお問い合わせください。,輪島市子育て支援センター・児童センター、ダディーズ,0768-22-8031,0,2016/08/07,10:00:00,12:00:00,
,サマーハッピータイム「ヨシダ人形劇がやってくる!」,輪島市子育て支援センター・児童センター,幼児～小学生※幼児は必ず保護者同伴,今年は豪華３本立て!とっても楽しいプロの人形劇をぜひ見に来てください。作品名「ぽんぽこぽん!」「ぼくのいろ」「おかしないえ」,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/08/12,10:00:00,12:00:00,
,おしごとたいけん企画・第３回「クラフト工房で働こう」,輪島市子育て支援センター・児童センター,小学生20人　要予約,キッズ朝市で人気商品のプラバンを作ろう!みんなが買いたくなる商品を目指しましょう。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/08/19,10:00:00,12:00:00,
,手話であ・そ・ぼ,輪島市子育て支援センター・児童センター,グループ加入者,手話の披露・練習,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/08/20,14:00:00,16:00:00,
,朝市で買い物して料理を作ろう,輪島市子育て支援センター・児童センター,小学生15人　要申込,輪島の朝市で買い物しておいしい料理を作って食べましょう。持ち物　エプロン・三角巾・手ふきタオル,輪島市子育て支援センター・児童センター、太陽の子クラブ,0768-22-8031,200,2016/08/21,9:00:00,13:00:00,
,ダンスカンパニーとダンス・ダンス・ダンス～航空学園のお兄さん、お姉さんとおどろう～　午前の部,輪島市子育て支援センター・児童センター,小学生　要申込,日本航空高等学校ダンス部のお兄さん、お姉さんと一緒に楽しくダンス・ダンス・ダンス!!いい汗かいてすてきな時間を過ごしましょう!,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/08/26,10:00:00,11:30:00,
,ダンスカンパニーとダンス・ダンス・ダンス～航空学園のお兄さん、お姉さんとおどろう～　午後の部,輪島市子育て支援センター・児童センター,小学生　要申込,日本航空高等学校ダンス部のお兄さん、お姉さんと一緒に楽しくダンス・ダンス・ダンス!!いい汗かいてすてきな時間を過ごしましょう!　講師：田辺明美さん,輪島市子育て支援センター・児童センター日本航空高等学校石川,0768-22-8031,0,2016/08/26,13:30:00,15:00:00,
,ハンドベルクラブ,輪島市子育て支援センター・児童センター,クラブ加入者,ハンドベルの練習・披露,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/08/27,10:00:00,12:00:00,
,昆虫はかせと標本作り,輪島市子育て支援センター・児童センター,幼児～小学生20人※幼児は必ず保護者同伴,野村進也さん（ゲンゴロウ博士）と熊谷直哉さん（蛾博士）と一緒に標本を作ろう!,輪島市子育て支援センター・児童センター、輪島市親子昆虫クラブ,0768-22-8031,100,2016/08/28,10:00:00,12:00:00,
,ゆめサロン,輪島市もんぜん児童館,どなたでも　要申込,「夢かぼちゃ」の人たちと刺し子を楽しみましょう,輪島市もんぜん児童館,0768-42-3166,100,2016/08/03,13:30:00,14:30:00,
,みんなでランチ,輪島市もんぜん児童館,どなたでも　要申込8/9まで,食育応援隊の方たちと昼食を作って食べましょう。,輪島市もんぜん児童館,0768-42-3166,100,2016/08/12,10:00:00,13:00:00,
,ミニなつまつり,輪島市もんぜん児童館,どなたでも,参加自由、無料です。ヨーヨー釣りやスーパーボールすくいなど楽しいコーナーがあります。お友達と遊びに来てください。,輪島市もんぜん児童館,0768-42-3166,0,2016/08/26,10:00:00,12:00:00,
,クラフト工房で働こうIN門前工場,輪島市もんぜん児童館,小学生20人　要予約,おしごとたいけん企画・第４回キッズ朝市で販売するタイルを貼った小物づくり,輪島市もんぜん児童館,0768-42-3166,0,2016/08/30,14:00:00,15:30:00,
,育児サロン　,輪島市もんぜん児童館,どなたでも,幼児健康相談,輪島市もんぜん児童館,0768-42-3166,0,2016/08/02,10:00:00,11:00:00,
,育児サロン　,輪島市もんぜん児童館,どなたでも,親子体操,輪島市もんぜん児童館,0768-42-3166,0,2016/09/02,10:30:00,11:00:00,
,育児サロン　,輪島市もんぜん児童館,どなたでも,乳幼児健康相談　プチ教室「おすすめおやつ」,輪島市もんぜん児童館,0768-42-3166,0,2016/09/06,10:00:00,11:00:00,
,育児サロン　,輪島市もんぜん児童館,どなたでも,親子体操,輪島市もんぜん児童館,0768-42-3166,0,2016/10/07,10:30:00,11:00:00,
,お月見団子を作ろう,輪島市もんぜん児童館,どなたでも,お月見団子をみんなで作りましょう！要予約　持ち物　エプロン、三角巾、手拭き,輪島市もんぜん児童館,0768-42-3166,100,2016/09/10,10:00:00,11:30:00,
,ドッジビー大会,輪島市もんぜん児童館,どなたでも,放課後、児童館で楽しもう！,輪島市もんぜん児童館,0768-42-3166,0,2016/09/21,16:00:00,17:00:00,
,ジュニアスポーツ教室サッカー教室,輪島市もんぜん児童館,小学1～3年,サッカー教室です,輪島市もんぜん児童館,0768-42-3166,0,2016/09/15,15:30:00,16:15:00,
,ジュニアスポーツ教室サッカー教室,輪島市もんぜん児童館　共催もんぜんスポーツクラブ,小学4～6年,サッカー教室です,輪島市もんぜん児童館,0768-42-3166,0,2016/09/15,16:15:00,17:00:00,
,ハンドベルクラブ,輪島市子育て支援センター・児童センター,クラブ加入者,ハンドベルの練習・披露,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/01,10:00:00,12:00:00,
,おしごとたいけん説明会,輪島市子育て支援センター・児童センター,おしごとたいけん申込者,おしごとたいけんの説明会を開きます。参加者にはおしごとたいけんに使える50わんがもらえます。１０時～１１時か１時～２時のつごうのよい時間帯に参加してください。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/02,10:00:00,11:00:00,
,おしごとたいけん説明会,輪島市子育て支援センター・児童センター,おしごとたいけん申込者,おしごとたいけんの説明会を開きます。参加者にはおしごとたいけんに使える50わんがもらえます。１０時～１１時か１時～３時のつごうのよい時間帯に参加してください。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/02,13:00:00,14:00:00,
,キッズ朝市で働こう！～おしごとたいけん企画～,輪島市子育て支援センター・児童センター,小学生20人　要申込,おしごとたいけん企画の第６弾です！商品の袋詰めやキッズ朝市の準備をします。みんなのアイディアをいかした朝市にして、おそごとたいけんのお客さんに喜んでもらおう！,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/08,10:00:00,12:00:00,
,おしごとたいけん,輪島市子育て支援センター・児童センター,,おしごとたいけんは小学生対象ですが、幼児も「ちびっこおしごと広場」で作業するとお給料の模擬紙幣が支払われます。その通貨でお買い物やゲームができます。キッズカフェは現金利用もできるので大人のみなさんもご利用ください。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/10,9:00:00,12:30:00,
,おしごとたいけん,輪島市子育て支援センター・児童センター,,おしごとたいけんは小学生対象ですが、幼児も「ちびっこおしごと広場」で作業するとお給料の模擬紙幣が支払われます。その通貨でお買い物やゲームができます。キッズカフェは現金利用もできるので大人のみなさんもご利用ください。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/10,13:00:00,16:30:00,
,手話であ・そ・ぼ,輪島市子育て支援センター・児童センター,グループ加入者,手話の披露・練習,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/15,14:00:00,16:00:00,
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,「親子ふれあい遊び」,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/18,10:30:00,11:30:00,
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,「子どもの救急と事故の対応について」講師：輪島病院小児科医師　佐藤　啓氏,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/20,10:30:00,11:30:00,
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,「10月うまれたんじょう会」「タッピングタッチ」講師春木　理枝子氏,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/25,10:30:00,11:30:00,
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,「ぴょんぴょん運動会」協力：太陽の子クラブ,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/27,10:30:00,11:30:00,
,将棋教室,輪島市子育て支援センター・児童センター,小学生・中学生・高校生,将棋教室を行います。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/22,10:00:00,12:00:00,
,ハンドベルクラブ,輪島市子育て支援センター・児童センター,クラブ加入者,ハンドベルの練習・披露,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/10/22,10:00:00,12:00:00,
,一本松公園で野あそびしよう！,輪島市子育て支援センター・児童センター,小学生20名　要申込,楽しいゲームや落ち葉のスタンプで工作しましょう！　雨天の場合児童センターになります。※集合９時５０分　一本松公園集合です。　持ち物水筒、帽子、タオル,輪島市子育て支援センター・児童センター,0768-22-8031,100,2016/10/23,10:00:00,12:00:00,
