no,when,eventtitle,openTime,closeTime,where,place,whom,what,who,phone,email,contact,fee,url,tag1,uid
19,2016/06/21,ママのホッとティータイム,10:00:00,11:30:00,穴水町児童館,,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,,,穴水町児童館（0768-52-3220）,0,,,
20,2016/07/05,ママのホッとティータイム,10:00:00,11:30:00,穴水町児童館,,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,,,穴水町児童館（0768-52-3220）,0,,,
21,2016/10/18,ママのホッとティータイム,10:00:00,11:30:00,穴水町児童館,,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,,,穴水町児童館（0768-52-3220）,0,,,
22,2016/11/15,ママのホッとティータイム,10:00:00,11:30:00,穴水町児童館,,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,,,穴水町児童館（0768-52-3220）,0,,,
23,2016/12/20,ママのホッとティータイム,10:00:00,11:30:00,穴水町児童館,,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,,,穴水町児童館（0768-52-3220）,0,,,
24,2017/01/17,ママのホッとティータイム,10:00:00,11:30:00,穴水町児童館,,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,,,穴水町児童館（0768-52-3220）,0,,,
25,2017/02/21,ママのホッとティータイム,10:00:00,11:30:00,穴水町児童館,,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,,,穴水町児童館（0768-52-3220）,0,,,
26,2016/04/22,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,児童館,0,,,
27,2016/04/26,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,児童館,0,,,
28,2016/04/12,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,児童館,0,,,
29,2016/04/15,親子体操教室,10:30:00,12:00:00,穴水町児童館,,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,,,児童館,0,,,
30,2016/04/20,児童ダンスクラブ,15:00:00,16:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,児童館,0,,,
31,2016/04/23,児童ダンスクラブ,10:00:00,11:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,児童館,0,,,
32,2016/04/23,おはなし会,10:30:00,11:30:00,穴水町児童館,,小学生,絵本・すばなし・紙芝居,穴水町,,,児童館,0,,,
33,2016/04/23,てづくり教室,10:30:00,11:30:00,穴水町児童館,,小学生,絵本・すばなし・紙芝居,穴水町,,,児童館,0,,,
34,2016/04/07,お友達になりましょう,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,お友達になりましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
35,2016/04/21,4月生まれのお友達・誕生会,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,4月生まれのお友達をみんなで祝ってあげよう。,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
36,2016/04/21,子育て情報交換,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
37,2016/04/28,リズム遊びを楽しもう,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,親子でリズム遊びをしましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
38,2016/05/19,子育て情報交換,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
39,2016/05/26,5月生まれのお友達・誕生会,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,5月生まれのお友達をみんなで祝ってあげよう。,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
40,2016/05/12,園庭で遊ぼう,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,園庭で遊びましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
41,2016/05/10,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
42,2016/05/20,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
43,2016/05/25,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
44,2016/05/27,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
45,2016/05/31,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
46,2016/05/13,親子体操教室,10:30:00,12:00:00,穴水町児童館,,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,,,穴水町児童館(0768-52-3220),0,,,
47,2016/05/24,ハンドメイド教室,10:00:00,12:00:00,穴水町児童館,,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
48,2016/05/18,児童ダンスクラブ,15:30:00,16:30:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
49,2016/05/14,児童ダンスクラブ,10:30:00,11:30:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
50,2016/05/14,おはなし会,10:30:00,11:30:00,穴水町児童館,,小学生,絵本・すばなし・紙芝居,穴水町,,,児童館,0,,,
51,2016/05/28,てづくり教室,10:30:00,11:30:00,穴水町児童館,,小学生,絵本・すばなし・紙芝居,穴水町,,,穴水町児童館(0768-52-3220),0,,,
52,2016/08/18,8月生まれのお友達・誕生会,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,8月生まれのお友達をみんなで祝ってあげよう。,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
53,2016/08/04,温水プール遊び,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,温水プール遊び,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
54,2016/08/25,子育て情報交換,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
55,2016/08/02,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
56,2016/08/05,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
57,2016/08/12,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
58,2016/08/16,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
59,2016/08/12,親子体操教室,10:30:00,12:00:00,穴水町児童館,,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,,,穴水町児童館(0768-52-3220),0,,,
60,2016/08/23,ハンドメイド教室,10:00:00,12:00:00,穴水町児童館,,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
61,2016/08/05,おはなし会,10:30:00,11:30:00,穴水町児童館,,小学生,絵本・すばなし・紙芝居,穴水町,,,児童館,0,,,
62,2016/08/02,絵画・造形教室,10:00:00,12:00:00,穴水町児童館,,小学生１０人（予約）,「よく見て描こう」～混色の技法～,穴水町,,,穴水町児童館(0768-52-3220),0,,,
63,2016/08/06,夏休みエネルギー教室,15:00:00,16:00:00,穴水町児童館,,小学生,電気のしくみ／空気砲など　（北陸電力指導員）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
64,2016/08/17,児童ダンスクラブ,15:00:00,16:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
65,2016/08/19,児童ダンスクラブ,10:00:00,11:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
66,2016/08/23,あかちゃんおはなし会,10:30:00,11:30:00,穴水町図書館,,乳幼児,おはなし会,穴水町,,,穴水町図書館(0768-52-2952),0,,,
67,2016/09/15,9月生まれのお友達・誕生会,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,9月生まれのお友達をみんなで祝ってあげよう。,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
68,2016/09/01,子育て情報交換,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
69,2016/09/08,わらべ唄遊びを楽しもう,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,わらべ唄遊び,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
70,2016/09/29,子育て情報交換,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
71,2016/09/03,おはなし会,10:30:00,11:30:00,穴水町児童館,,小学生,絵本・すばなし・紙芝居,穴水町,,,児童館,0,,,
72,2016/09/02,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
73,2016/09/09,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
74,2016/09/21,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
75,2016/09/23,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
76,2016/09/27,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
77,2016/09/09,親子体操教室,10:30:00,12:00:00,穴水町児童館,,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,,,穴水町児童館(0768-52-3220),0,,,
78,2016/09/16,ハンドメイド教室,10:00:00,12:00:00,穴水町児童館,,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
79,2016/09/27,子育て教室（親子対象）,10:30:00,12:00:00,穴水町児童館,,乳幼児,楽しく子育て（あすなろ子育て広場指導員）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
80,2016/09/10,児童ダンスクラブ,14:00:00,15:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
81,2016/09/21,児童ダンスクラブ,15:00:00,16:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
82,2016/09/10,造形教室,10:00:00,12:00:00,穴水町児童館,,小学生,モビールづくり,穴水町,,,穴水町児童館(0768-52-3220),0,,,
83,2016/10/20,10月生まれのお友達・誕生会,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,10月生まれのお友達をみんなで祝ってあげよう。,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
84,2016/10/06,子育て情報交換,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
85,2016/10/13,わらべ唄遊びを楽しもう,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,わらべ唄遊び,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
86,2016/10/27,子育て情報交換,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
87,2016/10/01,おはなし会,10:30:00,11:30:00,穴水町児童館,1階小会議室,小学生,絵本・すばなし・紙芝居など。「こぐまグループ」のみなさん,穴水町,,,児童館,0,,,
88,2016/10/19,児童ダンスクラブ,15:00:00,16:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
89,2016/10/23,児童ダンスクラブ,10:00:00,11:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
90,2016/10/22,てづくり教室,13:30:00,15:00:00,穴水町児童館,２階多目的ホール,小学生,かんたんな工作,穴水町,,,穴水町児童館(0768-52-3220),0,,,
91,2016/10/04,子育て教室（親子対象）,10:30:00,11:30:00,穴水町児童館,,乳幼児,ヨガでリラックス（インストラクター村上さん）※託児有（要予約）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
92,2016/10/07,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
93,2016/10/13,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
94,2016/10/21,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
95,2016/10/21,親子体操教室,10:30:00,12:00:00,穴水町児童館,,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,,,穴水町児童館(0768-52-3220),0,,,
96,2016/10/25,ハンドメイド教室,10:00:00,12:00:00,穴水町児童館,,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
97,2016/11/17,11月生まれのお友達・誕生会,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,11月生まれのお友達をみんなで祝ってあげよう。,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
98,2016/11/24,子育て情報交換,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
99,2016/11/10,フルートとピアノのミニコンサート,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,わらべ唄遊び,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
100,2016/11/05,おはなし会,10:30:00,11:30:00,穴水町児童館,1階小会議室,小学生,絵本・すばなし・紙芝居など。「こぐまグループ」のみなさん,穴水町,,,児童館,0,,,
101,2016/11/02,児童ダンスクラブ,15:00:00,16:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
102,2016/11/01,児童ダンスクラブ,16:30:00,17:30:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
103,2016/11/19,てづくり教室,13:30:00,15:00:00,穴水町児童館,２階多目的ホール,小学生,かんたんな工作,穴水町,,,穴水町児童館(0768-52-3220),0,,,
104,2016/11/01,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
105,2016/11/11,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
106,2016/11/29,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
107,2016/11/08,ハンドメイド教室,10:00:00,12:00:00,穴水町児童館,,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
108,2016/11/11,親子体操教室,10:30:00,12:00:00,穴水町児童館,,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,,,穴水町児童館(0768-52-3220),0,,,
109,2016/11/22,子育て教室（親子対象）,10:00:00,11:30:00,穴水町児童館,,乳幼児,幼児安全法（日本赤十字社指導員　渡辺さん）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
110,2016/12/01,子育て情報交換,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
111,2016/12/08,12月生まれのお友達・誕生会,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,12月生まれのお友達をみんなで祝ってあげよう。,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
112,2016/12/15,子育て情報交換,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
113,2016/12/22,クリスマスの集い,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,クリスマスの集い,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
114,2016/12/10,おはなし会,10:30:00,11:30:00,穴水町児童館,2階多目的ホール,小学生,絵本・すばなし・紙芝居など。「こぐまグループ」のみなさん,穴水町,,,児童館,0,,,
115,2016/12/04,児童ダンスクラブ,13:00:00,14:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
116,2016/12/21,児童ダンスクラブ,15:00:00,16:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
117,2016/08/02,クリスマス会,10:00:00,12:00:00,穴水町児童館,2階多目的ホール,定員100人（要事前申込12／7まで）,ダンス・おはなし会・抽選会など,穴水町,,,穴水町児童館(0768-52-3220),0,,,
118,2016/12/02,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
119,2016/12/09,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
120,2016/12/16,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
121,2016/12/09,親子体操教室,10:30:00,12:00:00,穴水町児童館,,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,,,穴水町児童館(0768-52-3220),0,,,
122,2016/12/13,子育て教室（親子対象）,10:00:00,11:30:00,穴水町児童館,,乳幼児,アロマでリラックス（穴水総合病院助産師藪敬子さん）※託児あり（要予約）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
123,2016/12/27,ハンドメイド教室,10:00:00,12:00:00,穴水町児童館,,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
124,2017/01/05,今年の子育て目標をたてましょう,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
125,2017/01/12,子育て情報交換,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
126,2017/01/19,1月生まれのお友達・誕生会,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,1月生まれのお友達をみんなで祝ってあげよう。,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
127,2017/01/26,リズム遊びを楽しもう,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,親子でリズム遊びをしましょう,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
128,2017/01/14,新春お茶会,9:30:00,12:00:00,穴水町児童館,プルート内,定員5人（要事前申込1／11まで）,お抹茶・お菓子のいただき方を学ぶ,穴水町,,,穴水町児童館(0768-52-3220),0,,,
129,2017/01/14,おはなし会,10:30:00,11:30:00,穴水町児童館,2階多目的ホール,小学生,絵本・すばなし・紙芝居など。「こぐまグループ」のみなさん,穴水町,,,児童館,0,,,
130,2017/01/14,児童ダンスクラブ,10:00:00,12:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
131,2017/01/18,児童ダンスクラブ,15:00:00,16:00:00,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,,,穴水町児童館(0768-52-3220),0,,,
132,2017/01/21,もちつき大会,9:30:00,12:00:00,穴水町児童館,プルート内,参加負担金１００円,杵と臼で餅つき体験＆だんご作り体験,穴水町,,,穴水町児童館(0768-52-3220),0,,,
133,2017/01/28,てづくり教室,13:30:00,15:00:00,穴水町児童館,２階多目的ホール,小学生,かんたんな工作,穴水町,,,穴水町児童館(0768-52-3220),0,,,
134,2017/01/06,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児と保護者,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
135,2017/01/13,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児と保護者,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
136,2017/01/31,児童館であそぼう,10:00:00,12:00:00,穴水町児童館,,乳幼児と保護者,子育てサポーターが幼児の遊びをサポートします,穴水町,,,穴水町児童館(0768-52-3220),0,,,
137,2017/01/13,親子体操教室,10:30:00,12:00:00,穴水町児童館,,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,,,穴水町児童館(0768-52-3220),0,,,
138,2017/01/24,ハンドメイド教室,10:00:00,12:00:00,穴水町児童館,,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
139,2017/01/31,子育て教室（親子対象）,10:30:00,12:00:00,穴水町児童館,,乳幼児,楽しく子育て（あすなろ子育て広場指導員）,穴水町,,,穴水町児童館(0768-52-3220),0,,,
140,2017/02/16,2月生まれのお友達・誕生会,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,2月生まれのお友達をみんなで祝ってあげよう。,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
141,2017/02/02,節分のおはなし,09:30:00,11:00:00,穴水町子育て支援センター（平和こども園）,,乳幼児,節分のおはなし,穴水町,,,平和こども園　（０７６８）５２－２１３０,0,,,
