no,when,eventtitle,openTime,closeTime,where,place,whom,what,who,phone,email,contact,fee,url,tag1,uid
,2017/01/19,絵本にふれよう,10:00:00,10:30:00,珠洲市立中央図書館,,乳幼児とその保護者,図書館司書による新刊や手遊びの紹介・絵本の読み聞かせをします。,珠洲市子育て支援センター,,,0768-82-5479,0,,suzu_pink,
,2017/01/19,3歳児検診,13:15:00,15:15:00,珠洲市役所市民ふれあいの里　健康増進センター,,３歳３か月～３歳６か月頃のこどもとその保護者,持ち物　お知らせ票・母子手帳（アンケート用紙含む）◎個人通知あり○内容　身体計測、診察、歯科健診、保健相談、栄養相談、発達相談など,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/01/24,親子ふれあい講座☆セラピー☆,10:00:00,11:30:00,飯田公民館,,１歳未満の乳児とその保護者　１０組,☆親子ふれあい講座「親子ふれあいセラピー」☆　場所：飯田公民館　和室　講師：主任児童委員　加藤　美紀　氏　　内容：母と子のタッチセラピーとママのためのセラピー　対象：１歳未満の乳児とその保護者　１０組　持ち物：飲み物　☆参加ご希望の方は、４日（水）～１７日（火）までに子育て支援センターにお申し込みください。,珠洲市子育て支援センター,,,0768-82-5479,0,,suzu_pink,
,2017/01/25,12月生まれのお友達 お誕生会,10:00:00,10:30:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,その月のお誕生日のお友だちのお祝いをします。,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/02/01,保育所開放日,09:00:00,11:00:00,市内各保育所,,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。,珠洲市子育て支援センター,,,0768-82-5479,0,,suzu_pink,
,2017/02/15,保育所開放日,09:00:00,11:00:00,市内各保育所,,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。,珠洲市子育て支援センター,,,0768-82-5479,0,,suzu_pink,
,2017/02/03,ママのためのセラピーアラカルト,10:00:00,11:30:00,珠洲市子育て支援センター・児童館,,乳幼児の保護者１０名,主任児童委員・加藤美紀さんがボランティアでフット・ ハンド・ヘッドのいずれかをマッサージして下さいます。持ち物：飲み物☆☆参加ご希望の方は、子育て支援センターにお申し込みください。（申込み順の受付となります。）☆参加ご希望の方は、２日（木）までに子育て支援センターにお申し込みください。（申込み順の受付となります。）,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/02/04,「児童館にあつまれ～!」,14:00:00,15:00:00,珠洲市子育て支援センター・児童館,,小学生・年長中児とその保護者　　９名,☆児童館にあつまれ～！「ちびっこクッキング」☆　場 　所：じどうかんのお部屋　内容：チョコカップケーキつくり　持ち物：飲み物やタオル・エプロン・三角布（スカーフ可）・取り皿・フォーク・持ち帰り用フクロも持ってきてね！ ☆参加ご希望の方は、児童館にお申し込みください。 定員になりしだいしめきりです。,珠洲市子育て支援センター,,,0768-82-5479,100,,,
,2017/02/25,「児童館にあつまれ～!」,14:00:00,15:00:00,珠洲市子育て支援センター・児童館,,小学生・年長中児とその保護者　　6名,☆児童館にあつまれ～☆ーおひなさまつくりー　場 　所：じどうかんのお部屋　　内容：おひなさまリースつくり　☆参加ご希望の方は、１７（金）日までに児童館にお申し込み ください。定員になりしだいしめきりです。,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/02/07,たんぽぽ読み聞かせ,10:00:00,10:20:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,読み聞かせたんぽぽ隊さんが絵本の読み聞かせをしてくださいます。,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/02/08,ほっとミーティング,10:00:00,11:30:00,珠洲市役所市民ふれあいの里　健康増進センター,,妊娠中の方・乳幼児をお持ちのママ,◎ほっとミーティングは、別室にてママたちだけの場となります。◎お子様については和室にて託児いたします。（お子様用の水分や替え用のオムツ等お持ちください。）◎当日は、できるだけ午前１０時までにおいでください。◎今月は８日（水）　１０：００～１１：３０ です。＊ご利用の際は、必ず３日（金）までに予約をお願いします。＜予約・問い合わせ＞　　珠洲市健康増進センター（福祉課　健康推進係）　電話　８２－７７４２,珠洲市役所市民ふれあいの里　健康増進センター（福祉課　健康推進係）,,,0768-82-7742,0,,,
,2017/02/14,ママぴよタイム～ニンジンケーキ～,10:00:00,11:00:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者　１0名, ☆ママぴよタイム「おひなさまカードつくり」☆　内容：おひなさまカードつくり　持ち物 ：ウエットティッシュ又はおしぼり　☆参加ご希望の方は９日（木）までに、子育て支援センターにお申し込みください。,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/02/15,子育て相談,10:00:00,11:00:00,珠洲市役所市民ふれあいの里　健康増進センター,,,子育て相談,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/02/16,絵本にふれよう,10:00:00,10:30:00,珠洲市立中央図書館,,乳幼児とその保護者,図書館司書による新刊や手遊びの紹介・絵本の読み聞かせをします。,珠洲市子育て支援センター,,,0768-82-5479,0,,suzu_pink,
,2017/02/16,1歳6ヶ月検診,13:15:00,14:00:00,珠洲市役所市民ふれあいの里　健康増進センター,,１歳６か月～１歳８か月頃のこどもとその保護者,持ち物　お知らせ票・母子手帳◎個人通知あり○内容　身体計測、診察、歯科健診、フッ素塗布、ブラッシング指導、保健相談、栄養相談、発達相談,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/02/20,国際交流,10:00:00,10:30:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,持ち物：飲み物、汗拭き用タオル ☆ネイティブの国際交流員による外国の文化紹介や歌、絵本の読み聞かせなどがあります。 ☆直接遊びに来てね！,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/02/22,6・7ヶ月相談,10:00:00,11:00:00,珠洲市役所市民ふれあいの里　健康増進センター,,6・7ヶ月の子どもとその保護者,持ち物　お知らせ票・母子手帳◎個人通知あり○内容　発達・育児・離乳について、むし歯予防・親子遊び、子育て支援センターの紹介、身体計測、個別相談,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/02/23,2月生まれのお友達 お誕生会,10:00:00,10:30:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,その月のお誕生日のお友だちのお祝いをします。,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/02/28,親子ふれあい講座☆歌とお話の会☆,10:00:00,11:30:00,珠洲市子育て支援センター・ホール,,乳幼児とその保護者,　☆親子ふれあい講座「うたとおはなしの会」☆　講　師：橋本伸子氏　坪野節子氏　柳澤咲子氏　内　容：ピアノのメロディに合わせて語られるお話と歌の会　☆参加ご希望の方は、２４日（金）までに子育て支援センターにお申し込みください。,珠洲市子育て支援センター,,,0768-82-5479,0,,suzu_pink,
,2017/02/02,節分うたあそび,10:00:00,11:00:00,珠洲市子育て支援センター・児童館,,,親子で楽しく歌って遊びましょう。,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/03/01,保育所開放日,09:00:00,11:00:00,市内各保育所,,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。,珠洲市子育て支援センター,,,0768-82-5479,0,,suzu_pink,
,2017/03/15,保育所開放日,09:00:00,11:00:00,市内各保育所,,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。,珠洲市子育て支援センター,,,0768-82-5479,0,,suzu_pink,
,2017/03/02,ママぴよタイム,10:00:00,11:00:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者　１0名,～ひなまつり会～　対 　象：乳幼児とその保護者　１５組　内 　容：お雛祭りをみんなで楽しく祝いましょう。　参加費：親子で1００円　持ち物：飲み物　☆参加ご希望の方は、１日（水）までに子育て支援センターにお申し込みください。,珠洲市子育て支援センター,,,0768-82-5479,100,,,
,2017/03/03,ママのためのセラピーアラカルト,10:00:00,11:30:00,珠洲市子育て支援センター・児童館,,乳幼児の保護者１０名,主任児童委員・加藤美紀さんがボランティアでフット・ ハンド・ヘッドのいずれかをマッサージして下さいます。持ち物：飲み物☆☆参加ご希望の方は、子育て支援センターにお申し込みください。（申込み順の受付となります。）☆対象人数になり次第、締め切らせて頂きます,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/03/07,たんぽぽ読み聞かせ,10:00:00,10:20:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,読み聞かせたんぽぽ隊さんが絵本の読み聞かせをしてくださいます。,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/03/08,ほっとミーティング,10:00:00,11:30:00,珠洲市役所市民ふれあいの里　健康増進センター,,妊娠中の方・乳幼児をお持ちのママ,◎ほっとミーティングは、別室にてママたちだけの場となります。◎お子様については和室にて託児いたします。（お子様用の水分や替え用のオムツ等お持ちください。）◎当日は、できるだけ午前１０時までにおいでください。◎今月は８日（水）　１０：００～１１：３０ です。＊ご利用の際は、必ず３日（金）までに予約をお願いします。＜予約・問い合わせ＞　　珠洲市健康増進センター（福祉課　健康推進係）　電話　８２－７７４２,珠洲市役所市民ふれあいの里　健康増進センター（福祉課　健康推進係）,,,0768-82-7742,0,,,
,2017/03/11,「児童館にあつまれ～!」,14:00:00,15:00:00,珠洲市子育て支援センター・児童館,,小学生・年長中児とその保護者　　９名, ☆児童館にあつまれ～！☆＝＜ちびっこクッキング＞＝内 　容：クッキーつくり　対 　象：小学生・年長中児と保護者　　９名　参加費：１人１００円　持ち物：飲み物やタオル・エプロン・三角布（スカーフ可） 取り皿も持ってきてね！  　☆参加ご希望の方は、７日（火）までに児童館に お申し込みください。定員になりしだい締め切りです。,珠洲市子育て支援センター,,,0768-82-5479,100,,,
,2017/03/13,国際交流,10:00:00,10:30:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,持ち物：飲み物、汗拭き用タオル ☆ネイティブの国際交流員による外国の文化紹介や歌、絵本の読み聞かせなどがあります。 ☆直接遊びに来てね！,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/03/15,子育て相談,10:00:00,11:00:00,珠洲市役所市民ふれあいの里　健康増進センター,,,子育て相談,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/03/16,絵本にふれよう,10:00:00,10:30:00,珠洲市立中央図書館,,乳幼児とその保護者,図書館司書による新刊や手遊びの紹介・絵本の読み聞かせをします。,珠洲市子育て支援センター,,,0768-82-5479,0,,suzu_pink,
,2017/03/16,3歳児検診,13:15:00,15:15:00,珠洲市役所市民ふれあいの里　健康増進センター,,３歳３か月～３歳６か月頃のこどもとその保護者,持ち物　お知らせ票・母子手帳（アンケート用紙含む）◎個人通知あり○内容　身体計測、診察、歯科健診、保健相談、栄養相談、発達相談など,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/03/17,親子で運動遊び,10:00:00,10:30:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,☆親子で運動遊び☆スポーツ推進員といっしょに、親子で楽しく運動遊びをしませんか？持ち物は水分と汗拭き用タオル、申込みは不要です。直接遊びに来て下さい。,珠洲市子育て支援センター,,,0768-82-5479,0,,suzu_pink,
,2017/03/22,3月生まれのお友達 お誕生会,10:00:00,10:30:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,その月のお誕生日のお友だちのお祝いをします。,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/03/25,春休み！みんなで遊ぼう,14:00:00,15:00:00,珠洲市子育て支援センター・児童館,,小学生,お楽しみ手芸　　内 　容： ビーズでブレスレットをつくろう！申し込みはありません。 遊びに来たお友達と一緒に作りましょう。持ち物：飲み物やタオル,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/03/29,春休み！みんなで遊ぼう,14:00:00,15:00:00,珠洲市子育て支援センター・児童館,,小学生,ゲームをしよう　内 容:ゲームで身体を動かそう申し込みはありません。遊びに来たお友達と一緒に遊びましょう。持ち物:飲み物やタオル,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/03/30,春休み！みんなで遊ぼう,14:00:00,15:00:00,珠洲市子育て支援センター・児童館,,小学生,お楽しみ工作　内 　容：ペットボトルで作ろう　先着　７名　持ち物：飲み物やタオル,珠洲市子育て支援センター,,,0768-82-5479,0,,,
,2017/04/04,たんぽぽ読み聞かせ,10:00:00,10:20:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,読み聞かせたんぽぽ隊さんが絵本の読み聞かせをしてくださいます。,珠洲市子育て支援センター,0768-82-5479,,,0,,,evt58ef8792529
,2017/04/05,保育所開放日,09:00:00,11:00:00,null,,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。,珠洲市子育て支援センター,0768-82-5479,,,0,,suzu_pink,evt58ef8799113
,2017/04/19,保育所開放日,09:00:00,11:00:00,null,,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。,珠洲市子育て支援センター,0768-82-5479,,,0,,suzu_pink,evt58ef87a0182
,2017/04/07,ママのためのセラピーアラカルト,10:00:00,11:30:00,珠洲市子育て支援センター・児童館,,乳幼児の保護者１０名,主任児童委員・加藤美紀さんがボランティアでフット・ ハンド・ヘッドのいずれかをマッサージして下さいます。持ち物：飲み物☆☆参加ご希望の方は、子育て支援センターにお申し込みください。（申込み順の受付となります。）☆対象人数になり次第、締め切らせて頂きます,珠洲市子育て支援センター,0768-82-5479,,,0,,,evt58ef87a7939
,2017/04/11,ママぴよタイム おはなし・手あそび,10:00:00,11:00:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者　１0名,☆読み聞かせやふれあい遊びなどで お子さまとゆったりとした時間をすごしましょう。,珠洲市子育て支援センター,0768-82-5479,,,0,,,evt58ef87ae738
,2017/04/12,ママのためのほっとミーティング,10:00:00,11:30:00,珠洲市役所市民ふれあいの里　健康増進センター,,妊娠中の方・乳幼児をお持ちのママ,◎ほっとミーティングは、別室にてママたちだけの場となります。◎お子様については和室にて託児いたします。（お子様用の水分や替え用のオムツ等お持ちください。）◎当日は、できるだけ午前１０時までにおいでください。＊ご利用の際は、必ず7日（金）までに予約をお願いします。＜予約・問い合わせ＞　　珠洲市健康増進センター（福祉課　健康推進係）　電話　８２－７７４２,珠洲市役所市民ふれあいの里　健康増進センター（福祉課　健康推進係）,0768-82-7742,,,0,,,evt58ef87b5915
,2017/04/17,国際交流,10:00:00,10:30:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,持ち物：飲み物、汗拭き用タオル ☆ネイティブの国際交流員による外国の文化紹介や歌、絵本の読み聞かせなどがあります。 ☆直接遊びに来てね！,珠洲市子育て支援センター,0768-82-5479,,,0,,,evt58ef87bc503
,2017/04/19,子育て相談,10:00:00,11:00:00,珠洲市役所市民ふれあいの里　健康増進センター,,,子育て相談,珠洲市子育て支援センター,0768-82-5479,,,0,,,evt58ef87c3686
,2017/04/20,絵本にふれよう,10:00:00,10:30:00,null,,乳幼児とその保護者,図書館司書による新刊や手遊びの紹介・絵本の読み聞かせをします。,珠洲市子育て支援センター,0768-82-5479,,,0,,suzu_pink,evt58ef87cc388
,2017/04/20,1歳6ヶ月検診,13:15:00,14:00:00,珠洲市役所市民ふれあいの里　健康増進センター,,１歳６か月～１歳８か月頃のこどもとその保護者,持ち物　お知らせ票・母子手帳◎個人通知あり○内容　身体計測、診察、歯科健診、フッ素塗布、ブラッシング指導、保健相談、栄養相談、発達相談,珠洲市子育て支援センター,0768-82-5479,,,0,,,evt58ef87d3437
,2017/04/21,親子で運動遊び,10:00:00,10:30:00,null,,乳幼児とその保護者,☆親子で運動遊び☆スポーツ推進員といっしょに、親子で楽しく運動遊びをしませんか？持ち物は水分と汗拭き用タオル、申込みは不要です。直接遊びに来て下さい。,珠洲市子育て支援センター,0768-82-5479,,,0,,suzu_pink,evt58ef87da484
,2017/04/25,親子ふれあい講座☆フレッシュヨガ☆,10:00:00,11:30:00,null,,乳幼児とその保護者,☆親子ふれあい講座「リフレッシュヨガ」☆＝こころとからだ、元気にさわやかに＝☆　内 　容：親子でヨガを体験しましょう。　講　 師：村上デビ　氏　　対 　象：乳幼児とその保護者　１５組　持ち物：飲み物・バスタオル・フェイスタオル　ヨガマット（お持ちでない方はバスタオル２枚） 　　服　装：動きやすい・運動しやすい服装（ジーンズなどは不可）☆参加ご希望の方は、１０日（月）までに 子育て支援センターにお申し込みください。,珠洲市子育て支援センター,0768-82-5479,,,0,,suzu_pink,evt58ef87e0059
,2017/04/26,6・7ヶ月相談,10:00:00,11:00:00,珠洲市役所市民ふれあいの里　健康増進センター,,6・7ヶ月の子どもとその保護者,持ち物　お知らせ票・母子手帳◎個人通知あり○内容　発達・育児・離乳について、むし歯予防・親子遊び、子育て支援センターの紹介、身体計測、個別相談,珠洲市子育て支援センター,0768-82-5479,,,0,,,evt58ef87e7963
,2017/04/28,4月生まれのお友達 お誕生会,10:00:00,10:30:00,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,その月のお誕生日のお友だちのお祝いをします。,珠洲市子育て支援センター,0768-82-5479,,,0,,,evt58ef87ed615
,2017/04/08,児童館にあつまれ～　オリジナルハンカチつくり,14:00:00,15:00:00,珠洲市子育て支援センター・児童館,,小学生・年長中児と保護者,☆児童館にあつまれ～！☆　場 　所：じどうかんのお部屋　　内 　容：オリジナルハンカチつくり　　対 　象：小学生・年長中児と保護者　　　７名　　　　　☆参加ご希望の方は、７日（金）までに児童館に お申し込みください。定員になりしだいしめきりです。,珠洲市子育て支援センター,0768-82-5479,,,0,,,evt58ef87f4138
,2017/04/22,児童館にあつまれ～　ちびっこクッキング,14:00:00,15:00:00,珠洲市子育て支援センター・児童館,,小学生・年長中児と保護者, ☆児童館にあつまれ～！☆＝ちびっこクッキング＝　場 　所：じどうかんのお部屋　内 　容：バナナのパウンドケーキつくり　　対 　象：小学生・年長中児と保護者　　９名　　参加費：１人１００円　　持ち物：飲み物やタオル・エプロン・三角布・取り皿　お持ち帰り容器も持ってきてね！　☆参加ご希望の方は、１８日（火）までに児童館にお申し込み ください。定員になりしだいしめきりです。 ,珠洲市子育て支援センター,0768-82-5479,,,100,,,evt58ef87fb241
