no,eventtitle,where,whom,what,who,contact,fee,when,openTime,closeTime,tag1,url,timestamp,soucefile,totaluser
,国際交流,珠洲市子育て支援センター・児童館,乳幼児とその保護者,持ち物：飲み物、汗拭き用タオル ☆ネイティブの国際交流員による外国の文化紹介や歌、絵本の読み聞かせなどがあります。 ☆直接遊びに来てね！,珠洲市子育て支援センター,0768-82-5479,0,2016/09/12,10:00:00,10:30:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
10,すくすく相談,穴水町保健センター,乳幼児,赤ちゃんの成長・発達をお母さんと一緒に見ていきます。,穴水町,穴水町健康推進課（0768-52-3589）,0,2016/09/12,10:00:00,11:30:00,,,2016/09/30 13:24:31,anamizuh28.csv,reisiu
,ママぴよタイム,珠洲市子育て支援センター・児童館,乳幼児とその保護者,☆ママぴよタイム☆～絵本の読み聞かせとふれあい遊び～ 日時：９月１３日（火）　１０：００～１０：３０　場所：珠洲市子育て支援センター　対象：乳幼児とその保護者　内容：児童館厚生員による絵本の読み聞かせと手あそび　参 加 費：無料　持 ち 物：飲み物,珠洲市子育て支援センター,0768-82-5479,0,2016/09/13,10:00:00,11:00:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
,ほっとミーティング,珠洲市役所市民ふれあいの里　健康増進センター,妊娠中の方・乳幼児をお持ちのママ,☆ほっとミーティング☆　子育て親子関係のことなど、ママたちそれぞれ持っている不安や気がかりについて率直に、安心して打ち明けられるようなおしゃべりタイム、それが「ほっとミーティング」です。◎ほっとミーティングは、別室にてママたちだけの場となります。◎お子様については和室にて託児いたします。（お子様用の水分や替え用のオムツ等お持ちください。）◎当日は、できるだけ午前１０時までにおいで下さい。◎ご利用の際は、9日（金）までに予約をお願いいたします。,珠洲市子育て支援センター,0768-82-5479,0,2016/09/14,10:00:00,11:30:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
,3歳児検診,珠洲市役所市民ふれあいの里　健康増進センター,３歳３か月～３歳６か月頃のこどもとその保護者,持ち物　お知らせ票・母子手帳（アンケート用紙含む）◎個人通知あり○内容　身体計測、診察、歯科健診、保健相談、栄養相談、発達相談など,珠洲市子育て支援センター,0768-82-5479,0,2016/09/15,09:00:00,11:00:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,「お話し会」3～5歳　10：30～　　0～2歳　11時～　講師：細川　律子氏　子育て仲間のみんなと一緒に楽しみませんか？参加は自由ですので、遊びに来てね！！,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/09/15,10:30:00,11:30:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
,絵本にふれよう,珠洲市立中央図書館,乳幼児とその保護者,図書館司書による新刊や手遊びの紹介・絵本の読み聞かせをします。,珠洲市子育て支援センター,0768-82-5479,0,2016/09/15,10:00:00,10:30:00,suzu_pink,,2016/09/30 13:24:31,suzuki.csv,reisiu
68,9月生まれのお友達・誕生会,穴水町子育て支援センター（平和こども園）,乳幼児,9月生まれのお友達をみんなで祝ってあげよう。,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/09/15,09:30:00,11:00:00,,,2016/09/30 13:24:31,anamizuh28.csv,reisiu
84,園庭で遊ぼう,認定こども園上町保育所,未収園児とその保護者,園庭で遊びます。,認定こども園上町保育所,0768(76)0136,0,2016/09/15,10:30:00,11:30:00,child,,2016/09/30 13:24:31,mirai461_0119.csv,reisiu
95,遊戯室で好きな遊びを楽しもう,認定こども園ひばり保育所,未収園児とその保護者,お遊戯室で皆で楽しく遊びましょう♪,認定こども園ひばり保育所,0768(62)1502,0,2016/09/15,10:30:00,11:20:00,baby,,2016/09/30 13:24:31,mirai461_0119.csv,reisiu
100,園庭で遊ぼう,認定こども園上町保育所,未収園児とその保護者,園庭で園児と関わりながら遊びましょう！,認定こども園上町保育所,0768(76)0136,0,2016/09/15,10:30:00,11:30:00,baby,,2016/09/30 13:24:31,mirai461_0119.csv,reisiu
30,輪島市乳幼児健康相談,町野めばえ子育て支援室,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2016/09/16,10:00:00,11:00:00,,,2016/09/30 13:24:31,takese_kensui0321.csv,reisiu
79,ハンドメイド教室,穴水町児童館,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,穴水町児童館(0768-52-3220),0,2016/09/16,10:00:00,12:00:00,,,2016/09/30 13:24:31,anamizuh28.csv,reisiu
,ふれあいコンサート,輪島市子育て支援センター・児童センター,幼児・小学生～大人,輪島高校吹奏楽部『ふれあいコンサート』　ビンゴ大会もあるよ,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/09/17,13:30:00,14:30:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
81,オセロで遊ぼう,こどもみらいセンター（能登町）,小学生,ルールーがわからなくても大丈夫！みんなでオセロをして遊びましょう♪,こどもみらいセンター（能登町）,0768(62)1503,0,2016/09/17,10:00:00,11:30:00,child,,2016/09/30 13:24:31,mirai461_0119.csv,reisiu
,ドッヂビー大会,輪島市子育て支援センター・児童センター,小学生20名,大人気のドッヂビーでもりあがろう!!　※参加したい人は申込みして下さい。　協力：もんぜんスポーツクラブ,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/09/18,10:00:00,12:00:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
3,生き物の家づくり&観察&まこもを食べてみよう！&スープづくり,輪島市町野町金蔵,親子、大人、どなたでも,９時４５分輪島市町野町金蔵ゲストハウス集合　ビオトープづくり、生き物観察、マコモの収穫、スープづくりを行います。定員１０家族　講師　水生昆虫研究者野村進也氏　蛾類研究者熊谷直哉氏　農家向一郎氏　持ち物　弁当、スープに入れる切った野菜（自分の家が食べるくらいの量）味噌（自分の家が食べるくらいの量）、スープを入れるお椀、箸など、水筒、帽子、虫よけ、タオル、着替え　服装　汚れてもいい服装、長靴　雨天決行,輪島親子昆虫クラブ,wajima.konchuclub@gmail.com 3日前までにメールください。　https://www.facebook.com/wajima.konchuclub/,500,2016/09/18,09:45:00,14:00:00,,,2016/09/30 13:24:31,motoguchi.csv,reisiu
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,「ボールプール」子育て仲間のみんなと一緒に楽しみませんか？参加は自由ですので、遊びに来てね！！,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/09/20,10:30:00,11:30:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,「笑いヨガ」　講師：山外　政枝　氏　子育て仲間のみんなと一緒に楽しみませんか？参加は自由ですので、遊びに来てね！！,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/09/20,10:30:00,11:30:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
,保育所開放日,市内各保育所,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。今月の開放日は、1日・１５日です。,珠洲市子育て支援センター,0768-82-5479,0,2016/09/21,09:00:00,11:00:00,suzu_pink,,2016/09/30 13:24:31,suzuki.csv,reisiu
,栄養保健相談,珠洲市役所市民ふれあいの里　健康増進センター,乳幼児とその保護者,身長・体重計測、保健師と栄養士が育児に関する相談に応じてくれます。,珠洲市子育て支援センター,0768-82-5479,0,2016/09/21,10:00:00,11:00:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
6,輪島市乳幼児健康相談,輪島市子育て支援センター・児童センター,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2016/09/21,10:00:00,11:30:00,,,2016/09/30 13:24:31,takese_kensui0321.csv,reisiu
75,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/09/21,10:00:00,12:00:00,,,2016/09/30 13:24:31,anamizuh28.csv,reisiu
82,児童ダンスクラブ,穴水町児童館,小学生,仲間とダンスの練習,穴水町,穴水町児童館(0768-52-3220),0,2016/09/21,15:00:00,16:00:00,,,2016/09/30 13:24:31,anamizuh28.csv,reisiu
85,体を動かして遊ぼう,認定こども園高倉保育所,未収園児とその保護者,体をいっぱい動かして遊びます。,認定こども園高倉保育所,0768(62)0670,0,2016/09/21,10:30:00,11:30:00,child,,2016/09/30 13:24:31,mirai461_0119.csv,reisiu
99,体を動かして遊ぼう,認定こども園高倉保育所,未収園児とその保護者,体を動かして遊びましょう！動きやすい服装で遊びに来てね★,認定こども園高倉保育所,0768(62)0670,0,2016/09/21,10:30:00,11:30:00,baby,,2016/09/30 13:24:31,mirai461_0119.csv,reisiu
,ママのためのセラピーアラカルト,珠洲市子育て支援センター・児童館,乳幼児の保護者１０名,主任児童委員・加藤美紀さんがボランティアでフット・ ハンド・ヘッドのいずれかをマッサージして下さいます。持ち物：飲み物☆参加ご希望の方は、21日(水)までに珠洲市子育て支援センターにお申し込みください。（申込み順の受付となります。）☆対象人数になり次第、締め切らせて頂きます,珠洲市子育て支援センター,0768-82-5479,0,2016/09/23,10:00:00,11:30:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
45,輪島市おやこ子育て広場・ぱくぱく広場,輪島市子育て支援センター・児童センター,1才～1才6か月児,離乳食バイキング＆発達やことばを育む関わりについてのお話,輪島市健康推進課,0768-23-1136,0,2016/09/23,10:00:00,11:30:00,,,2016/09/30 13:24:31,takese_kensui0321.csv,reisiu
76,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/09/23,10:00:00,12:00:00,,,2016/09/30 13:24:31,anamizuh28.csv,reisiu
,「児童館にあつまれ～!」,珠洲市子育て支援センター・児童館,小学生,☆児童館にあつまれ～！場所：じどうかんのお部屋　内容：２４日・・空き箱とビー玉でゲームを作ろう→若干名　対象：小学生・幼児とその保護者　参加費 ：無料　持ち物：必要なら飲み物やタオル　※２４日のみ空き箱（高さ３ｃｍ・３０ｃｍ×２５ｃｍ位）を１箱持ってきてね！☆児童館へ直接申し込んで下さい。人数になりしだい締切りです。遊びに来てね！！,珠洲市子育て支援センター,0768-82-5479,0,2016/09/24,14:00:00,15:00:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
96,運動会に参加しよう,認定こども園ひばり保育所,未収園児とその保護者,運動会に参加してみましょう！,認定こども園ひばり保育所,0768(62)1502,0,2016/09/24,09:00:00,12:00:00,baby,,2016/09/30 13:24:31,mirai461_0119.csv,reisiu
,おしごとたいけん企画・第5回「クラフト工房で働こう」,輪島市子育て支援センター・児童センター,小学生20人　要予約,カラフル消臭剤をつくろう!!,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/09/25,13:30:00,15:30:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
77,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/09/27,10:00:00,12:00:00,,,2016/09/30 13:24:31,anamizuh28.csv,reisiu
80,子育て教室（親子対象）,穴水町児童館,乳幼児,楽しく子育て（あすなろ子育て広場指導員）,穴水町,穴水町児童館(0768-52-3220),0,2016/09/27,10:30:00,12:00:00,,,2016/09/30 13:24:31,anamizuh28.csv,reisiu
,9月生まれのお友達 お誕生会,珠洲市子育て支援センター・児童館,乳幼児とその保護者,その月のお誕生日のお友だちのお祝いをします。,珠洲市子育て支援センター,0768-82-5479,0,2016/09/28,10:00:00,10:30:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,「8・9月うまれ誕生会」「親子体操」　講師：田辺　明美氏　子育て仲間のみんなと一緒に楽しみませんか？参加は自由ですので、遊びに来てね！！,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/09/29,10:30:00,11:30:00,,,2016/09/30 13:24:31,suzuki.csv,reisiu
71,子育て情報交換,穴水町子育て支援センター（平和こども園）,乳幼児,ママ達と情報交換しましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/09/29,09:30:00,11:00:00,,,2016/09/30 13:24:31,anamizuh28.csv,reisiu
78,Mama　Cafe,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお茶やお喋りしながらリフレッシュ！　要予約・定員10名　,こどもみらいセンター（能登町）,0768(62)1503,300,2016/09/29,10:30:00,11:30:00,baby,,2016/09/30 13:24:31,mirai461_0119.csv,reisiu
80,身体計測＆パネルシアター,こどもみらいセンター（能登町）,未収園児とその保護者,身体計測をします。計測後パネルシアターも行います！母子手帳を持参下さい。,こどもみらいセンター（能登町）,0768(62)1503,0,2016/09/30,10:30:00,11:30:00,child,,2016/09/30 13:24:31,mirai461_0119.csv,reisiu
