no,eventtitle,where,whom,what,who,contact,fee,when,openTime,closeTime,tag1,url,timestamp,soucefile,totaluser
,将棋教室,輪島市子育て支援センター・児童センター,小学生・中学生・高校生,将棋教室,輪島市子育て支援センター・児童センター,22-8031,0,2016/03/05,10:00:00,12:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
,手話であ・そ・ぼ,輪島市子育て支援センター・児童センター,クラブ加入者,手話であ・そ・ぼ,輪島市子育て支援センター・児童センター,22-8031,0,2016/03/05,14:00:00,12:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
,きらきら広場,輪島市子育て支援センター・児童センター,障がいがある子どもの親子,きらきら広場　ひな祭り　マアサの紙芝居障がいがある子どもの親子交流の場です。,輪島市子育て支援センター・児童センター,22-8031,0,2016/03/06,16:00:00,17:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
,輪島キッズランド,輪島市子育て支援センター・児童センター,キッズランド加入者,〜ハートフルコンサートの企画・準備をしよう〜,輪島市子育て支援センター・児童センター,22-8031,0,2016/03/06,10:00:00,12:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
4,リトミック教室,こどもみらいセンター（能登町）,幼児・未就園児,リトミック音楽教室　山崎真由美先生と親子でリトミックをします。定員１５名要予約,こどもみらいセンター（能登町）,0768(62)1503,0,2016/03/06,10:30:00,11:30:00,,,2016/03/26 01:46:13,reisiu_mirai461march.csv,reisiu
5,リトミック,こどもみらいセンター（能登町）,幼児・未就園児とその保護者,音楽を聴きながら体を使って遊びます。定員：15名程度(要予約),こどもみらいセンター（能登町）,0768(62)1503,0,2016/03/06,10:30:00,12:00:00,,,2016/03/26 01:46:13,mirai461_0119.csv,reisiu
,森のようちえん,輪島市町野町金蔵,幼児親子,森のようちえん　子どもがのびのびと遊べるように子どもの力を信じて見守る子育てを学びながら遊びます。,輪島親子昆虫クラブ,輪島親子昆虫クラブ　wajima.konchuclub@gmail.com,500,2016/03/09,10:00:00,15:00:00,,,2016/03/26 01:46:13,motoguchi.csv,reisiu
6,ほっとミーティング,珠洲市役所市民ふれあいの里健康増進センター,調査中,調査中,珠洲市子育て支援センター,調査中,0,2016/03/09,10:00:00,11:30:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
2,３月生まれのお友達・誕生会,穴水町子育て支援センター（平和こども園）,乳幼児,３月生まれのお友達をみんなで祝ってあげよう。,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/03/10,09:30:00,11:00:00,,,2016/03/26 01:46:13,anamizuh28.csv,reisiu
7,３月生まれのお友達 お誕生会,珠洲市子育て支援センター・児童館,調査中,調査中,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,0,2016/03/10,10:30:00,11:00:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
,ハンドベルクラブ手話であ・そ・ぼ,いしかわ子ども交流センター七尾館・ホール(七尾市古谷敷町カ−10−3),どなたでも,能登地区児童館・こども文化交流会に参加　いしかわ子ども交流センター七尾館で開催される『能登地区児童館・こども文化交流会』に、輪島市児童センターから、手話であ・そ・ぼとハンドベルクラブのメンバーが、日頃の練習の成果を発表してきます。,能登地区児童館連絡協議会,,0,2016/03/12,13:15:00,15:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
8,プログラミングをしてみよう！？ ワークショップ＆トークカフェ,すず市民交流センター３階研修室（珠洲市役所向かい）,プログラミング・ワークショップは幼児、小学生　トークカフェはどなたでも,プログラミングをしてみよう！？ ～にぎやか♪のとフェアリィ２０１５　ワークショップ＆トークカフェ～  教育用プログラミングツールを使ったワークショップと、地域とITをテーマにしたトークカフェで、ICTを気軽に知って楽しめる1日です。プログラミング・ワークショップは11時~12時 (対象：幼児) と13時~15時 (対象：小学生)。トークカフェは15時~16時（対象：どなたでも）。詳しい内容はHPから。https://notofairy.wordpress.com/2016/02/21/,のとフェアリィ,noto.fairy@gmail.com,0~500,2016/03/12,11:00:00,16:00:00,,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
9,よさこいキッズ教室,珠洲市子育て支援センター・児童館,調査中,調査中,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,0,2016/03/12,15:30:00,16:00:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
,ふれあいハートフルコンサート,輪島市子育て支援センター・児童センター,幼児・小学生〜大人,アンニョンクレヨン「ふれあいハートフルコンサート」出演　アンニョン・クレヨン曲目　365日の紙飛行機　私と小鳥と鈴とアニメソングメドレー　上を向いて歩こう能登はやさしや土までも・・・などちいさなお子様からおじいちゃん、おばあちゃんまで。みんなの心が笑顔になれるハートウォームなステージを体感してください♪たのしいゲームも只今、企画中です。みんな来てね?,輪島市子育て支援センター・児童センター,22-8031,0,2016/03/13,13:30:00,14:30:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
5,すくすく相談,穴水町保健センター,乳幼児,赤ちゃんの成長・発達をお母さんと一緒に見ていきます。,穴水町,穴水町健康推進課（0768-52-3589）,0,2016/03/14,10:00:00,11:30:00,,,2016/03/26 01:46:13,anamizuh28.csv,reisiu
10,国際交流,珠洲市子育て支援センター・児童館,調査中,調査中,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,0,2016/03/14,10:00:00,10:30:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
,ぴよぴよ広場,輪島市子育て支援センター・児童センター,乳児の保護者,ぴよぴよ広場「フットマッサージ」　要予約　8組まで　持ち物　タオル9時15分〜予約順,輪島市子育て支援センター・児童センター,22-8031,500,2016/03/15,09:15:00,12:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
,乳幼児健康相談,輪島市子育て支援センター・児童センター,乳幼児,すくすく2ヶ月児広場,輪島市子育て支援センター・児童センター,22-8031,0,2016/03/15,13:50:00,14:10:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
11,ママぴよタイム,珠洲市子育て支援センター・児童館,乳幼児とその保護者,「手形オブジェとまんまるホットケーキ」お子様の成長記録として、手形を残しませんか？かわいいこの手をいつまでも☆(^v＾)その後はたこ焼き器でホットケーキを焼いてわいわい食べましょう♪　※紙粘土を使用します。それを加味した服装でお越しください。※埋め込みたいもの（ビーズやストーンなど）があれば、ご自由にお持ちください。その際は、取扱いに十分注意してくださいね！※お家に持ち帰ってご自宅で乾燥して頂くか、５日～１週間後のお渡しになります。参加ご希望の方は、３月８日（火）までに珠洲市子育て支援センターにお申し込みください。,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,150,2016/03/15,10:00:00,11:30:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
16,ママのホッとティータイム,穴水町児童館,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2016/03/15,10:00:00,11:30:00,,,2016/03/26 01:46:13,anamizuh28.csv,reisiu
,乳幼児健康相談,輪島市子育て支援センター・児童センター,乳幼児,乳幼児健康相談,輪島市子育て支援センター・児童センター,22-8031,0,2016/03/16,10:00:00,11:30:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
,森のようちえん,輪島市町野町金蔵,幼児親子,森のようちえん　子どもがのびのびと遊べるように子どもの力を信じて見守る子育てを学びながら遊びます。,輪島親子昆虫クラブ,輪島親子昆虫クラブ　wajima.konchuclub@gmail.com,500,2016/03/16,10:00:00,15:00:00,,,2016/03/26 01:46:13,motoguchi.csv,reisiu
12,保育所開放日,珠洲市内各保育所,調査中,調査中,珠洲市子育て支援センター,調査中,0,2016/03/16,09:00:00,11:00:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
13,栄養保健相談,健康増進センター,調査中,調査中,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,0,2016/03/16,10:00:00,11:00:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,うさちゃん広場「おたんじょうび会」「お楽しみ会」協力：太陽の子クラブ,輪島市子育て支援センター・児童センター　協力:太陽の子クラブ,22-8031,0,2016/03/17,10:30:00,12:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
3,家庭教育支援講座「親子ヨガで心も体もリフレッシュ」,穴水町子育て支援センター（平和こども園）,乳幼児,親子ヨガで心も体もリフレッシュしよう,穴水町,平和子ども園（0768-52-2130）,0,2016/03/17,09:30:00,11:00:00,,,2016/03/26 01:46:13,anamizuh28.csv,reisiu
14,絵本にふれよう,珠洲市立中央図書館,調査中,調査中,珠洲市子育て支援センター,調査中,0,2016/03/17,10:00:00,10:30:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
,乳幼児健康相談,輪島市子育て支援センター・児童センター,乳幼児,スマイルキッズ(母乳児サークル),輪島市子育て支援センター・児童センター,22-8031,0,2016/03/18,14:00:00,16:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
5,身体計測,こどもみらいセンター（能登町）,未就園児とその保護者,身体計測をします。育児相談もできます。,こどもみらいセンター（能登町）,0768(62)1503,0,2016/03/18,10:30:00,11:30:00,,,2016/03/26 01:46:13,reisiu_mirai461march.csv,reisiu
,きらきら広場,輪島市子育て支援センター・児童センター,障がいがある子どもの親子,きらきら広場　自由遊び　障がいがある子どもの親子交流の場です。,輪島市子育て支援センター・児童センター,22-8031,0,2016/03/19,16:00:00,17:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
,もうすぐ1年生科学であそぼ,輪島市子育て支援センター・児童センター,平成28年4月に1年生になる幼児とその保護者　20組,「もうすぐ1年生　科学であ・そ・ぼ」〜絵本を通じて科学を楽しもう〜　対象：平成28年4月に1年生になる幼児とその保護者　20組　講師：坂下　智婦美　氏　（なかよし文庫所属・科学読物研究会会員)　※　参加したい人は申し込みしてください今年のテーマは、「じしゃく」です。親子で季節の絵本やじしゃくを使って科学を楽しみましょう！,輪島市子育て支援センター・児童センター,22-8031,0,2016/03/19,10:00:00,12:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
6,春の生花教室,こどもみらいセンター（能登町）,どなたでも,皆で生花をします,こどもみらいセンター（能登町）,0768(62)1503,700,2016/03/19,10:00:00,11:00:00,,,2016/03/26 01:46:13,reisiu_mirai461march.csv,reisiu
,のと発酵マルシェ,民芸お食事処　まだら館,どなたでも,大人も子供も気軽に、そして楽しみながら能登の発酵文化について学べるイベントです。,のと発酵文化活用推進協議会,谷川酒造㈱　0768-22-5270,0,2016/03/20,09:00:00,15:00:00,wajima_blue,,2016/03/26 01:46:13,nnain.csv,reisiu
23,「のとノットアローン」研修会＆交流会,輪島市子育て支援センター・児童センター,どなたでも,子育て応援webアプリ開発チームのエンジニア多田富喜男氏を講師にお迎えしアプリ誕生についてのお話をお聞きして、アプリやシステムの使い方を教えて頂きます。いずれの時間も出入り自由です。お気軽にご参加ください。お子さんも一緒にどうぞ。１３:３０～１５:００　研修会 １５:００～１５:３０　休憩 １５:３０～１７:００　交流会。　講師：多田富喜男氏 野々市市に10年在職し定年退職、現在６１歳、金沢市在住。野々市市のボランティアグループ「カメリア・パルの会」の部会リーダー。NTTには32年間在籍、パソコン歴３０年強。趣味レベルでプログラミングを独学。UDC2015アプリ部門銅賞「まちの灯りを見てみよう！」を作成。※UDC=オープンデータや地理空間情報を活用し、地域課題の解決を目的としたアプリやサービスなどの作品を募集し行われる、全国規模の一般参加型コンテスト。会場：輪島市ふれあい健康センター２F　ボランティアルーム,みらい子育てネット輪島　共催：輪島市社会福祉協議会,輪島市子育て支援センター・児童センター 0768-22-8031,0,2016/03/21,13:30:00,17:00:00,,https://www.facebook.com/projectNNA/,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
,森のようちえん,輪島市町野町金蔵,幼児親子,森のようちえん　子どもがのびのびと遊べるように子どもの力を信じて見守る子育てを学びながら遊びます。,輪島親子昆虫クラブ,輪島親子昆虫クラブ　wajima.konchuclub@gmail.com,500,2016/03/23,10:00:00,15:00:00,,,2016/03/26 01:46:13,motoguchi.csv,reisiu
15,ママとベビーの英会話,珠洲市子育て支援センター・児童館,乳幼児とその保護者,Ｍｏｍ＆Ｂａｂｙ　Ｅｎｇｌｉｓｈ　Ｆｕｎ　Ｇｒｏｕｐ. ＡｌｉｓｈａＣａｎｎｏｎさんと一緒に楽しく英語にふれませんか？ 絵本の読み聞かせ、日常会話、手遊びなどを通して交流を図りましょう♪,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,0,2016/03/23,10:00:00,10:45:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
4,１年を振り返り子どもの成長を喜び合いましょう,穴水町子育て支援センター（平和こども園）,乳幼児,１年を振り返って子どもの成長を喜び合おう,穴水町,平和子ども園（0768-52-2130）,0,2016/03/24,09:30:00,11:00:00,,,2016/03/26 01:46:13,anamizuh28.csv,reisiu
,うちの父ちゃん出番です！,輪島市子育て支援センター・児童センター,小学生とその保護者(小学生のみの参加もOK！です。),うちの父ちゃん出番です！〜輪島塗に触れてみよう〜協力：ダディーズの会※参加したい人は申し込みしてください漆で塗ったプレートに、ハンコ蒔絵で模様をつけて、すてきなオリジナルプレートを作りましょう！,輪島市子育て支援センター・児童センター,22-8031,0,2016/03/25,10:00:00,12:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
16,春休みにみんなで遊ぼう,珠洲市子育て支援センター・児童館,小学生,「小学生集まれ～!」陣地取りゲーム＆べっこう飴作り,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,0,2016/03/25,14:00:00,15:00:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
,ふれあい卓球大会,輪島市子育て支援センター・児童センター,小学生,「ふれあい卓球大会！」※参加したい人は申し込みしてください。大会に向けて、センターで練習してみませんか？みなさんの参加をお待ちしています。,輪島市子育て支援センター・児童センター,22-8031,0,2016/03/26,09:30:00,12:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
17,春休みにみんなで遊ぼう,珠洲市子育て支援センター・児童館,小学生,「小学生集まれ～!」写真立て作り 申込みがいります,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,有料?,2016/03/26,14:00:00,15:00:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
18,よさこいキッズ教室,珠洲市子育て支援センター・児童館,調査中,調査中,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,0,2016/03/26,15:30:00,16:00:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
,第３回、足のワークとプラナヨガ,サンビーム日和ヶ丘,小学生以上の男女,サロンwai の足裏を中心に下肢を刺激するワーク(約30分)と、呼吸法を大切にしたデビのプラナヨガ(約90分)の体と心に向き合うワークショップです。足裏を刺激することで内臓の働きが活性化し、その後のヨガの効果が高まることが期待できます。足の指から自分の今の状態を知る、足の指との対話ワークも面白いですよ。子育てや家事、仕事に終われ、自分へのケアがおろそかになっているママ、仕事に忙しいパパにもおすすめ！心と体に向き合う時間を作ってみませんか？ ※小さなお子さまをみながらの参加はお断りしております。会場内は参加者のみ入場可能です。,足裏サロンwai  杉森容子　プラナヨガ　村上デビ,nakanotosalon-wai@yahoo.co.jp,1200~2100,2016/03/27,09:50:00,12:00:00,,,2016/03/26 01:46:13,nnain.csv,reisiu
19,春休みにみんなで遊ぼう,珠洲市子育て支援センター・児童館,小学生,「小学生集まれ～!」たこ糸アート＆外でゲーム,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,0,2016/03/28,14:00:00,15:00:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
,春休みオセロ大会,輪島市子育て支援センター・児童センター,小学生,「春休み！オセロ大会」※参加したい人は申し込みしてください。優勝カップめざしてがんばろう！！,輪島市子育て支援センター・児童センター,22-8031,0,2016/03/29,13:30:00,17:00:00,,,2016/03/26 01:46:13,reisiu_takese0308.csv,reisiu
1,レクリェーション大会,こどもみらいセンター（能登町）,小学生,みんなで体を使ってあそびます。　持ち物　汗拭きタオル・お茶・内履きズック,こどもみらいセンター（能登町）,0768(62)1503,0,2016/03/29,14:00:00,15:00:00,child,,2016/03/26 01:46:13,reisiu_mirai461march.csv,reisiu
20,春休みにみんなで遊ぼう,珠洲市子育て支援センター・児童館,小学生,「小学生集まれ～!」巨大神経衰弱＆イス取りゲーム,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,0,2016/03/29,14:00:00,15:00:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
,森のようちえん,輪島市町野町金蔵,幼児親子,森のようちえん　子どもがのびのびと遊べるように子どもの力を信じて見守る子育てを学びながら遊びます。,輪島親子昆虫クラブ,輪島親子昆虫クラブ　wajima.konchuclub@gmail.com,500,2016/03/30,10:00:00,15:00:00,,,2016/03/26 01:46:13,motoguchi.csv,reisiu
2,第２回ドッチボール大会,こどもみらいセンター（能登町）,小学生,皆でドッチボールをします。 持ち物：汗拭きタオル・お茶・うち履きズック,こどもみらいセンター（能登町）,0768(62)1503,0,2016/03/30,14:00:00,15:30:00,child,,2016/03/26 01:46:13,reisiu_mirai461march.csv,reisiu
21,春休みにみんなで遊ぼう,珠洲市子育て支援センター・児童館,小学生,「小学生集まれ～!」わりばし鉄砲 申込みがいります,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,0,2016/03/30,14:00:00,15:00:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
22,春休みにみんなで遊ぼう,珠洲市子育て支援センター・児童館,小学生,「小学生集まれ～!」ピザ作り 申込みがいります,珠洲市子育て支援センター,珠洲市子育て支援センター・児童館 82-5479,有料?,2016/03/31,14:00:00,15:00:00,suzu_pink,,2016/03/26 01:46:13,reisiu_1603.csv,reisiu
