no,eventtitle,where,place,whom,what,who,contact,fee,when,openTime,closeTime,tag1,url,timestamp,soucefile,totaluser
,ハンドベルクラブ,輪島市子育て支援センター・児童センター,,クラブ加入者,ハンドベルの練習・披露,輪島市子育て支援センター・児童センター,0768-22-8031,0,2017/03/04,10:00:00,12:00:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
,将棋教室,輪島市子育て支援センター・児童センター,,小学生・中学生・高校生,将棋教室を行います。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2017/03/04,10:00:00,12:00:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
,手話であ・そ・ぼ,輪島市子育て支援センター・児童センター,,グループ加入者,手話の披露・練習,輪島市子育て支援センター・児童センター,0768-22-8031,0,2017/03/04,14:00:00,16:00:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
10,里山プレイパークをつくろう！,能登里山里海自然学校,（金沢大学 能登学舎）,どなたでも,はじめてみませんか？ 自分たちのための森の遊び場づくり！ 　 ♪おらっちゃの里山里海親子ワークショップ２０１６♪ 第９回　里山プレイパークをつくろう！ 　 NPO法人能登半島おらっちゃの里山里海は マツタケが出る松林を作ろう！なんて「夢」をもって １０年前より松林の保全を続けています。  これまでも、この整備された松林（里山）に お散歩に来てくださる方たちからは 「とっても気持ちがいいところ」と評判でした。 　　 これからは、子どもたちも、もっと来やすくなるような 楽しい森に変えていけたら！と考えています。 　 自分たちで、自分たちの居心地のよい森づくりをしたい方、 みんなの夢をもちよって、参加してみませんか？ 　 今回はいよいよ「おらっちゃの里山里海親子ワークショップ」の最終回です！ ぜひ「おらっちゃの里山」へ、遊びに来てみてくさいね！ 　　　 　 ♪案内人 北風 八紘 （当NPO法人会員） 坂井 理笑  （当NPO法人会員、金沢大学里山里海マイスター） ほか　  ♪日程：２０１７年３月４日（土）10:30~12:30（予定） ♪場所：能登里山里海自然学校（金沢大学 能登学舎） ♪時間　（予定です）　 １０時１５分　受付開始 １０時３０分　ガイダンス・国内のプレイパークの紹介 １１時００分　森へ移動・　プレイパークづくり １２時１０分　お楽しみ♪ １２時３０分　へんざいもんで昼食（希望者のみ） 　　 ♪参加費：親子ひと組　500円　（兄弟人数は問わず） 　 ＆ランチ代（任意）　おとな 700円　子ども 500円　 ♪定員：１０組程度 　 ♪持ち物：着替え、ノコギリ（あれば） 　 ♪対象　：未就学児～大人まで　どなたでも！大人だけの参加も♪  ♪ランチについて：金沢大学能登学舎の食堂「へんざいもん」で地元の食材を中心にした定食を注文できます。ランチは自由参加です。  ♪お申込み: メッセージにてお名前（参加者全員）、年齢（お子さんのみ）、ご連絡先電話番号、ランチの注文数をお知らせください。FBの「参加」ポチでは正式参加になりませんのでご了承をお願いいたします。定員になりしだい受付終了といたします。ランチのご注文は２３日（木）までとなります。 　 ♪主催・お問い合わせ　NPO法人能登半島おらっちゃの里山里海 　http://www.satoyama-satoumi.com/oraccha/ws/　  「おらっちゃの里山親子ワークショップ」はこども夢基金の助成を受けています。https://www.facebook.com/events/276138126151892/,NPO法人能登半島おらっちゃの里山里海,facebookメッセージまたはhttps://www.facebook.com/npo.oraccha/　お電話でhttp://www.satoyama-satoumi.com/oraccha/ws/　,１組500,2017/03/04,10:30:00,12:30:00,suzu_pink,,2017/03/10 18:03:38,reisiu_notofairy.csv,nnain
,もうすぐ１年生　科学であそぼ,輪島市子育て支援センター・児童センター,,平成29年4月に小学1年生になる幼児とその保護者10組,くるくるまわる～科学であそびましょう。講師：坂下 智婦美 氏（なかよし文庫代表・科学読物研究会会員）　※要申込,輪島市子育て支援センター・児童センター,0768-22-8031,0,2017/03/05,10:00:00,12:00:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
,乳幼児健康相談,輪島市もんぜん児童館,,どなたでも,プチ教室「生活リズムを整えよう」,輪島市もんぜん児童館,0768-42-3166,0,2017/03/07,10:00:00,11:00:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
,育児講座幼児安全法支援員養成講座,輪島市子育て支援センター・児童センター,,受講者のみ,子どもに起こりやすい事故の予防と手当についてた、子どもの病気や看病の仕方について、学びます。検定合格者には、幼児安全法支援員認定証を交付いたします。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2017/03/07,13:00:00,15:00:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
24,輪島市乳幼児健康相談,輪島市もんぜん児童館,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2017/03/07,10:00:00,11:00:00,,,2017/03/10 18:03:38,takese_kensui0321.csv,nnain
35,たんぽぽ読み聞かせ,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,読み聞かせたんぽぽ隊さんが絵本の読み聞かせをしてくださいます。,珠洲市子育て支援センター,0768-82-5479,0,2017/03/07,10:00:00,10:20:00,,,2017/03/10 18:03:38,suzuki.csv,nnain
167,児童館であそぼう,穴水町児童館,,乳幼児と保護者,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2017/03/07,10:00:00,12:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
,ドッジボール大会,輪島市もんぜん児童館,,どなたでも,放課後、おもいっきり体を動かして楽しもう！,輪島市もんぜん児童館,0768-42-3166,0,2017/03/08,16:00:00,17:00:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
36,ほっとミーティング,珠洲市役所市民ふれあいの里　健康増進センター,,妊娠中の方・乳幼児をお持ちのママ,◎ほっとミーティングは、別室にてママたちだけの場となります。◎お子様については和室にて託児いたします。（お子様用の水分や替え用のオムツ等お持ちください。）◎当日は、できるだけ午前１０時までにおいでください。◎今月は８日（水）　１０：００～１１：３０ です。＊ご利用の際は、必ず３日（金）までに予約をお願いします。＜予約・問い合わせ＞　　珠洲市健康増進センター（福祉課　健康推進係）　電話　８２－７７４２,珠洲市役所市民ふれあいの里　健康増進センター（福祉課　健康推進係）,0768-82-7742,0,2017/03/08,10:00:00,11:30:00,,,2017/03/10 18:03:38,suzuki.csv,nnain
159,子育て情報交換,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2017/03/09,09:30:00,11:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
166,保育所の園児と遊ぶ,認定こども園柳田保育所,,未就園児とその保護者,踊ったり歌ったり、玩具で遊びます,認定こども園柳田保育所,0768(76)0154,0,2017/03/09,10:00:00,11:00:00,baby,,2017/03/10 18:03:38,mirai461_0119.csv,nnain
168,児童館であそぼう,穴水町児童館,,乳幼児と保護者,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2017/03/10,10:00:00,12:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
171,親子体操教室,穴水町児童館,,幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,穴水町児童館(0768-52-3220),0,2017/03/10,10:30:00,12:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
,こども文化交流会,いしかわ子ども交流センター七尾館・ホール（七尾市古屋敷町カ-10-3）,,どなたでも,いしかわ子ども交流センター七尾館で開催される『能登地区児童館・こども文化交流会』に、輪島市児童センターから、手話であ・そ・ぼとハンドベルクラブのメンバーが、日ごろの練習の成果を発表してきます。どなたでもご覧になれます。入場無料です。　,能登地区児童館連絡協議会,0768-22-8031,0,2017/03/11,13:15:00,15:30:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
37,「児童館にあつまれ～!」,珠洲市子育て支援センター・児童館,,小学生・年長中児とその保護者　　９名, ☆児童館にあつまれ～！☆＝＜ちびっこクッキング＞＝内 　容：クッキーつくり　対 　象：小学生・年長中児と保護者　　９名　参加費：１人１００円　持ち物：飲み物やタオル・エプロン・三角布（スカーフ可） 取り皿も持ってきてね！  　☆参加ご希望の方は、７日（火）までに児童館に お申し込みください。定員になりしだい締め切りです。,珠洲市子育て支援センター,0768-82-5479,100,2017/03/11,14:00:00,15:00:00,,,2017/03/10 18:03:38,suzuki.csv,nnain
161,おはなし会,穴水町児童館,2階多目的ホール,小学生,絵本・すばなし・紙芝居など。「こぐまグループ」のみなさん,穴水町,児童館,0,2017/03/11,10:30:00,11:30:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
161,こどもクッキング「ホワイトデープレゼント作り」,こどもみらいセンター（能登町）,,小学生,ホワイトデーのためのプレゼントを作ります♪　要申込　定員１０名　持ち物：エプロン・三角巾・マスク,こどもみらいセンター（能登町）,0768(62)1503,100,2017/03/11,10:00:00,12:00:00,child,,2017/03/10 18:03:38,mirai461_0119.csv,nnain
162,児童ダンスクラブ,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,穴水町児童館(0768-52-3220),0,2017/03/11,10:00:00,11:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
,わじまキッズランド,輪島市子育て支援センター・児童センター,,グループ加入者,子どもの町わじまを作ろう,輪島市子育て支援センター・児童センター,0768-22-8031,0,2017/03/12,10:00:00,12:00:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
9,「のとノットアローン」大開発デー実行委員会,石川県健康の森,ラウンジ,のとノットアローンの運営に興味のある方,この日は、大開発デーに向けての「実行委員会」のミーティングとなりました。 「のとノットアローン大開発デー」は、年度明けてから行う予定です。 赤ちゃん連れで参加できる楽しい手遊びタイムや、子育て情報や情報発信に関する講義、のとノットアローンのファンがあつまる機会になるといいなと構想しており、そのための企画準備会議になります。 これから運営に関わりたい人はぜひご連絡ください。,のとノットアローン大開発デー実行委員会（一般社団法人コード・フォー・カナザワ）,nna@codeforkanazawa.org またはFacebookメッセージ　https://www.facebook.com/projectNNA/,無料,2017/03/13,10:00:00,12:00:00,,,2017/03/10 18:03:38,reisiu_notofairy.csv,nnain
15,すくすく相談,穴水町保健センター,,乳幼児,赤ちゃんの成長・発達をお母さんと一緒に見ていきます。,穴水町,穴水町健康推進課（0768-52-3589）,0,2017/03/13,10:00:00,11:30:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
38,国際交流,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,持ち物：飲み物、汗拭き用タオル ☆ネイティブの国際交流員による外国の文化紹介や歌、絵本の読み聞かせなどがあります。 ☆直接遊びに来てね！,珠洲市子育て支援センター,0768-82-5479,0,2017/03/13,10:00:00,10:30:00,,,2017/03/10 18:03:38,suzuki.csv,nnain
162,Story　Time～親子で楽しむ英語絵本～,こどもみらいセンター（能登町）,,未就園児とその保護者,英語の読み聞かせや簡単なゲームなどを通して英語見触れてみよう！要申込　講師：池田　かえ先生,こどもみらいセンター（能登町）,0768(62)1503,0,2017/03/14,10:30:00,11:30:00,baby,,2017/03/10 18:03:38,mirai461_0119.csv,nnain
172,子育て教室（親子対象）,穴水町児童館,プルート内児童館,乳幼児,親子ではじめるお片づけ（整理収納アドバイザー朝倉さん）,穴水町,穴水町児童館(0768-52-3220),0,2017/03/14,10:00:00,11:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
12,輪島市乳幼児健康相談,輪島市子育て支援センター・児童センター,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2017/03/15,10:00:00,11:30:00,,,2017/03/10 18:03:38,takese_kensui0321.csv,nnain
32,保育所開放日,市内各保育所,,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。,珠洲市子育て支援センター,0768-82-5479,0,2017/03/15,09:00:00,11:00:00,suzu_pink,,2017/03/10 18:03:38,suzuki.csv,nnain
39,子育て相談,珠洲市役所市民ふれあいの里　健康増進センター,,,子育て相談,珠洲市子育て支援センター,0768-82-5479,0,2017/03/15,10:00:00,11:00:00,,,2017/03/10 18:03:38,suzuki.csv,nnain
163,児童ダンスクラブ,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,穴水町児童館(0768-52-3220),0,2017/03/15,15:00:00,16:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
,うさちゃん広場,輪島市子育て支援センター・児童センター,,乳幼児親子,「赤ちゃんの泣きへの理解と対応について」一人で悩まずみんなで話をしませんか？,輪島市子育て支援センター・児童センター,0768-22-8031,0,2017/03/16,10:30:00,11:30:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
,ジュニアスポーツ教室,輪島市もんぜん児童館,,小学1～3年,共催もんぜんスポーツクラブ,輪島市もんぜん児童館,0768-42-3166,0,2017/03/16,15:30:00,16:15:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
,ジュニアスポーツ教室,輪島市もんぜん児童館　共催もんぜんスポーツクラブ,,小学4～6年,共催もんぜんスポーツクラブ,輪島市もんぜん児童館,0768-42-3166,0,2017/03/16,16:15:00,17:00:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
,育児講座幼児安全法支援員養成講座,輪島市子育て支援センター・児童センター,,受講者のみ,子どもに起こりやすい事故の予防と手当についてた、子どもの病気や看病の仕方について、学びます。検定合格者には、幼児安全法支援員認定証を交付いたします。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2017/03/16,13:00:00,15:00:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
2,育児サークル　すまいりんはぐ,珠洲市総合病院,２階　スマイルルーム,乳幼児とそのお母さん　どなたでも,お母さんのおしゃべりの場です　助産師・看護師も参加します,育児サークル　すまいるはぐ,0768826652 珠洲市総合病院2F東病棟,0,2017/03/16,10:30:00,12:00:00,,,2017/03/10 18:03:38,matsuda.csv,nnain
40,絵本にふれよう,珠洲市立中央図書館,,乳幼児とその保護者,図書館司書による新刊や手遊びの紹介・絵本の読み聞かせをします。,珠洲市子育て支援センター,0768-82-5479,0,2017/03/16,10:00:00,10:30:00,suzu_pink,,2017/03/10 18:03:38,suzuki.csv,nnain
41,3歳児検診,珠洲市役所市民ふれあいの里　健康増進センター,,３歳３か月～３歳６か月頃のこどもとその保護者,持ち物　お知らせ票・母子手帳（アンケート用紙含む）◎個人通知あり○内容　身体計測、診察、歯科健診、保健相談、栄養相談、発達相談など,珠洲市子育て支援センター,0768-82-5479,0,2017/03/16,13:15:00,15:15:00,,,2017/03/10 18:03:38,suzuki.csv,nnain
158,3月生まれのお友達・誕生会,穴水町子育て支援センター（平和こども園）,,乳幼児,3月生まれのお友達をみんなで祝ってあげよう。,穴水町,平和こども園　（０７６８）５２－２１３０,0,2017/03/16,09:30:00,11:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
163,ドッチボール大会,こどもみらいセンター（能登町）,,小学生,得意な子もそうでない子も皆でドッチボールを楽しみましょう！要申込　持ち物：内履きズック・汗ふきタオル・水筒,こどもみらいセンター（能登町）,0768(62)1503,0,2017/03/16,14:00:00,15:00:00,child,,2017/03/10 18:03:38,mirai461_0119.csv,nnain
167,コーナー遊びを楽しもう,認定こども園ひばり保育所,,未就園児とその保護者,色々な種類の遊びを楽しみます,認定こども園ひばり保育所,0768(62)1502,0,2017/03/16,10:30:00,11:30:00,baby,,2017/03/10 18:03:38,mirai461_0119.csv,nnain
35,輪島市乳幼児健康相談,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2017/03/17,10:00:00,11:00:00,,,2017/03/10 18:03:38,takese_kensui0321.csv,nnain
42,親子で運動遊び,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,☆親子で運動遊び☆スポーツ推進員といっしょに、親子で楽しく運動遊びをしませんか？持ち物は水分と汗拭き用タオル、申込みは不要です。直接遊びに来て下さい。,珠洲市子育て支援センター,0768-82-5479,0,2017/03/17,10:00:00,10:30:00,suzu_pink,,2017/03/10 18:03:38,suzuki.csv,nnain
164,身体計測＆ふれあい遊び,こどもみらいセンター（能登町）,,未就園児とその保護者,身体計測をします。計測後は親子でふれあい遊びをしましょう＾＾持ち物：母子手帳,こどもみらいセンター（能登町）,0768(62)1503,0,2017/03/17,10:30:00,11:30:00,child,,2017/03/10 18:03:38,mirai461_0119.csv,nnain
169,児童館であそぼう,穴水町児童館,,乳幼児と保護者,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2017/03/17,10:00:00,12:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
,手話であ・そ・ぼ,輪島市子育て支援センター・児童センター,,グループ加入者,手話の披露・練習,輪島市子育て支援センター・児童センター,0768-22-8031,0,2017/03/18,14:00:00,16:00:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
164,てづくり教室,穴水町児童館,２階多目的ホール,小学生,かんたんな工作（ひなかざり）,穴水町,穴水町児童館(0768-52-3220),0,2017/03/18,13:30:00,15:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
,ふれあい卓球大会,輪島市子育て支援センター・児童センター,,小学生,大会にむけて、センターで練習しませんか？みなさんの参加をお待ちしております。　要申込,輪島市子育て支援センター・児童センター,0768-22-8031,0,2017/03/19,09:30:00,12:00:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
,うさちゃん広場,輪島市子育て支援センター・児童センター,,乳幼児親子,「からだを動かして遊ぼう！」,輪島市子育て支援センター・児童センター,0768-22-8031,0,2017/03/21,10:30:00,11:30:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
43,3月生まれのお友達 お誕生会,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,その月のお誕生日のお友だちのお祝いをします。,珠洲市子育て支援センター,0768-82-5479,0,2017/03/22,10:00:00,10:30:00,,,2017/03/10 18:03:38,suzuki.csv,nnain
,うさちゃん広場,輪島市子育て支援センター・児童センター,,乳幼児親子,「３月生まれのたんじょう会」「お楽しみ会」協力：太陽の子クラブ,輪島市子育て支援センター・児童センター,0768-22-8031,0,2017/03/23,10:30:00,11:30:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
160,１年を振り返りこどもの成長を喜びあおう,穴水町子育て支援センター（平和こども園）,,乳幼児,,穴水町,平和こども園　（０７６８）５２－２１３０,0,2017/03/23,09:30:00,11:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
165,Mama　Cafe,こどもみらいセンター（能登町）,,未就園児とその保護者,みんなでお茶やお喋りしながらリフレッシュ！　要予約・定員10名　,こどもみらいセンター（能登町）,0768(62)1503,300,2017/03/23,10:30:00,12:30:00,baby,,2017/03/10 18:03:38,mirai461_0119.csv,nnain
47,輪島市おやこ子育て広場・ぱくぱく広場,輪島市子育て支援センター・児童センター,,1才～1才6か月児,離乳食バイキング＆発達やことばを育む関わりについてのお話,輪島市健康推進課,0768-23-1136,0,2017/03/24,10:00:00,11:30:00,,,2017/03/10 18:03:38,takese_kensui0321.csv,nnain
173,ハンドメイド教室,穴水町児童館,,乳幼児,簡単な工作※託児あり（要予約：先着５名）,穴水町,穴水町児童館(0768-52-3220),0,2017/03/24,10:00:00,12:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
44,春休み！みんなで遊ぼう,珠洲市子育て支援センター・児童館,,小学生,お楽しみ手芸　　内 　容： ビーズでブレスレットをつくろう！申し込みはありません。 遊びに来たお友達と一緒に作りましょう。持ち物：飲み物やタオル,珠洲市子育て支援センター,0768-82-5479,0,2017/03/25,14:00:00,15:00:00,,,2017/03/10 18:03:38,suzuki.csv,nnain
165,スライドを見よう,穴水町児童館,プルート内児童館,小学生,世界・日本のむかしばなし,穴水町,穴水町児童館(0768-52-3220),0,2017/03/25,13:30:00,15:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
170,児童館であそぼう,穴水町児童館,,乳幼児と保護者,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2017/03/28,10:00:00,12:00:00,,,2017/03/10 18:03:38,anamizuh28.csv,nnain
45,春休み！みんなで遊ぼう,珠洲市子育て支援センター・児童館,,小学生,ゲームをしよう　内 容:ゲームで身体を動かそう申し込みはありません。遊びに来たお友達と一緒に遊びましょう。持ち物:飲み物やタオル,珠洲市子育て支援センター,0768-82-5479,0,2017/03/29,14:00:00,15:00:00,,,2017/03/10 18:03:38,suzuki.csv,nnain
,お楽しみ会,輪島市もんぜん児童館,,どなたでも,今年度最後の児童館行事を楽しもう！出し物をしてくれる人（グループでも）大募集！,輪島市もんぜん児童館,0768-42-3166,100,2017/03/30,10:00:00,12:30:00,,,2017/03/10 18:03:38,takese_0228.csv,nnain
46,春休み！みんなで遊ぼう,珠洲市子育て支援センター・児童館,,小学生,お楽しみ工作　内 　容：ペットボトルで作ろう　先着　７名　持ち物：飲み物やタオル,珠洲市子育て支援センター,0768-82-5479,0,2017/03/30,14:00:00,15:00:00,,,2017/03/10 18:03:38,suzuki.csv,nnain
