no,eventtitle,where,whom,what,who,contact,fee,when,openTime,closeTime,tag1,url,timestamp,soucefile,totaluser
,ママぴよタイム,珠洲市子育て支援センター・児童館,乳幼児とその保護者,☆ママぴよタイム ☆日　　時：７月１２日（火）１０：００～１０：３０　場　　所：珠洲市子育て支援センター　対　　象：乳幼児とその保護者　内　　容：絵本の読み聞かせと手あそび　参 加 費：無料　持 ち 物：飲み物　☆たくさんの参加お待ちしてま～す。,珠洲市子育て支援センター,0768-82-5479,0,2016/07/12,10:00:00,11:00:00,,,2016/07/31 17:51:09,suzucity.csv,reisiu
,ほっとミーティング,珠洲市役所市民ふれあいの里　健康増進センター,妊娠中の方・乳幼児をお持ちのママ,☆ほっとミーティング☆　子育て親子関係のことなど、ママたちそれぞれ持っている不安や気がかりについて率直に、安心して打ち明けられるようなおしゃべりタイム、それが「ほっとミーティング」です。◎今月は１３日（水）です。◎ほっとミーティングは、別室にてママたちだけの場となります。◎お子様については和室にて託児いたします。（お子様用の水分や替え用のオムツ等お持ちください。）◎当日は、できるだけ午前１０時までにおいで下さい。　＊ご利用の際は、開催日前の金曜日までに予約をお願いいたします。今月は、８日（金）までです。,珠洲市子育て支援センター,0768-82-5479,0,2016/07/13,10:00:00,11:30:00,,,2016/07/31 17:51:09,suzucity.csv,reisiu
56,オセロ大会,こどもみらいセンター（能登町）,小学生,みんなでオセロをして楽しみましょう♪,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/13,14:30:00,15:30:00,child,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
,7月生まれのお友達 お誕生会,珠洲市子育て支援センター・児童館,乳幼児とその保護者,その月のお誕生日のお友だちのお祝いをします。,珠洲市子育て支援センター,0768-82-5479,0,2016/07/14,10:00:00,10:30:00,,,2016/07/31 17:51:09,suzucity.csv,reisiu
28,輪島市乳幼児健康相談,町野めばえ子育て支援室,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2016/07/15,10:00:00,11:00:00,,,2016/07/31 17:51:09,takese_kensui0321.csv,reisiu
,「小学生あつまれ～!」,珠洲市子育て支援センター・児童館,小学生,☆児童館にあつまれ～！☆　日　　時：７月９日（土）、１６日（土）１４：００～１５：００　   場　　所：じどうかんのお部屋 内　　容：　９日は風車作り １６日は新聞紙でかばんを作ろう　対　　象：小学生6名 参加費：無料　持 ち 物：　９日は特に無し　１６日は新聞紙を1日分　その他、必要なら飲み物やタオル　☆参加ご希望の方はその週の木曜日までに児童館へお申込み下さい。（申込み順に受付となります。） ,珠洲市子育て支援センター,0768-82-5479,0,2016/07/16,14:00:00,15:00:00,,,2016/07/31 17:51:09,suzucity.csv,reisiu
,よさこいキッズ教室,珠洲市子育て支援センター・児童館,乳幼児とその保護者・小学生,音楽に合わせて楽しく体を動かしましょう。,珠洲市子育て支援センター,0768-82-5479,0,2016/07/16,15:30:00,16:00:00,,,2016/07/31 17:51:09,suzucity.csv,reisiu
,ハンドベルクラブ,輪島市子育て支援センター・児童センター,クラブ加入者,ハンドベルの練習・披露,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/07/16,10:00:00,12:00:00,,,2016/07/31 17:51:09,suzuki.csv,reisiu
,将棋教室,輪島市子育て支援センター・児童センター,小学生・中学生・高校生,将棋教室を行います。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/07/16,10:00:00,12:00:00,,,2016/07/31 17:51:09,suzuki.csv,reisiu
,手話であ・そ・ぼ,輪島市子育て支援センター・児童センター,グループ加入者,手話の披露・練習,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/07/16,14:00:00,16:00:00,,,2016/07/31 17:51:09,suzuki.csv,reisiu
,うさちゃん広場,輪島市子育て支援センター・児童センター,乳幼児親子,「7月生まれたんじょう会」「親子リトミック」　〇講師　久保典子氏　〇協力　太陽の子クラブ　〇子育て仲間のみんなと一緒に楽しみませんか？参加は自由なので、遊びに来てね!!,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/07/19,10:30:00,11:30:00,,,2016/07/31 17:51:09,suzuki.csv,reisiu
12,「ペアレントメンター」って知っていますか？　なかよ～らと語る会,輪島市もんぜん児童館,発達の気になるお子さんを持つ保護者,「ペアレントメンター」って知っていますか？　(ペアレントメンターとは発達の気になるこどもを育てた経験を活かし、子育ての相談や悩みを聞いてくれくれてアドバイスをくれる者として研修を修了した先輩保護者の事です。) 輪島市手をつなぐ育成会が主催している、❝なかよ〜らと語る会❞。２か月に一度、輪島市の行政や教育機関、福祉関係者、保護者などが、垣根を越えてざっくばらんに語れる会を開催しています。今月は、自分の子育ての経験をとおして、子どもとの関わり方等についてアドバイスしてくれる、「ペアレントメンター」の方が来てくださるそうです。人には聞きづらいちょっとした子育ての悩みなど、気軽に聞いてみてはいかがですか？,輪島市手をつなぐ育成会　夢かぼちゃ,夢かぼちゃ　050－2020－7910,0,2016/07/19,13:30:00,15:00:00,,,2016/07/31 17:51:09,suzuki.csv,reisiu
50,赤ちゃん撮影会,こどもみらいセンター（能登町）,未収園児とその保護者,みらいセンター支援ルームにて撮影会をします。各自のカメラやデジカメでお子さんを撮影してみましょう！講師：橋本　博美　各自撮影機器をお持ちください。,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/19,10:30:00,12:00:00,baby,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
,保育所開放日,市内各保育所,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。今月の開放日は、1日・１５日です。,珠洲市子育て支援センター,0768-82-5479,0,2016/07/20,09:00:00,11:00:00,suzu_pink,,2016/07/31 17:51:09,suzucity.csv,reisiu
,栄養保健相談,珠洲市役所市民ふれあいの里　健康増進センター,乳幼児とその保護者,身長・体重計測、保健師と栄養士が育児に関する相談に応じてくれます。,珠洲市子育て支援センター,0768-82-5479,0,2016/07/20,10:00:00,11:00:00,,,2016/07/31 17:51:09,suzucity.csv,reisiu
4,輪島市乳幼児健康相談,輪島市子育て支援センター・児童センター,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2016/07/20,10:00:00,11:30:00,,,2016/07/31 17:51:09,takese_kensui0321.csv,reisiu
43,おみずじゃぶじゃぶ！,認定こども園鵜川保育所,未収園児とその保護者,お水で遊びます。,認定こども園鵜川保育所,0768(67)1623,0,2016/07/20,10:30:00,11:30:00,baby,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
,3歳児検診,珠洲市役所市民ふれあいの里　健康増進センター,３歳３か月～３歳６か月頃のこどもとその保護者,持ち物　お知らせ票・母子手帳（アンケート用紙含む）◎個人通知あり○内容　身体計測、診察、歯科健診、保健相談、栄養相談、発達相談など,珠洲市子育て支援センター,0768-82-5479,0,2016/07/21,09:00:00,11:00:00,,,2016/07/31 17:51:09,suzucity.csv,reisiu
,絵本にふれよう,珠洲市立中央図書館,乳幼児とその保護者,図書館司書による新刊や手遊びの紹介・絵本の読み聞かせをします。,珠洲市子育て支援センター,0768-82-5479,0,2016/07/21,10:00:00,10:30:00,suzu_pink,,2016/07/31 17:51:09,suzucity.csv,reisiu
46,親子でふれあい遊びをしよう,認定こども園上町保育所,未収園児とその保護者,親子でふれあい遊びをしましょう♪,認定こども園上町保育所,0768(76)0136,0,2016/07/21,10:30:00,11:30:00,baby,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
47,作ってあそぼう,認定こども園高倉保育所,未収園児とその保護者,みんなで工作をします,認定こども園高倉保育所,0768(62)0670,0,2016/07/21,10:30:00,11:30:00,baby,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
37,輪島市おやこ子育て広場・のびのび広場,輪島市子育て支援センター・児童センター,4～6か月児,離乳食の調理実習＆発達や生活リズムなどのお話,輪島市健康推進課,0768-23-1136,0,2016/07/22,10:00:00,11:30:00,,,2016/07/31 17:51:09,takese_kensui0321.csv,reisiu
51,プール開き,こどもみらいセンター（能登町）,未収園児とその保護者,みんなで水遊びをします。プール開きもします！　持ち物：水着・水遊び用オムツ・タオル,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/26,10:30:00,12:00:00,baby,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
57,ジュニアボランティア「町内清掃」,こどもみらいセンター（能登町）,小学生,みんなの町をみんなできれいにしよう！,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/26,10:00:00,11:00:00,child,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
52,プール遊び,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでプール遊びをしましょう！持ち物：水着・水遊び用オムツ・タオル,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/27,10:30:00,12:00:00,baby,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
58,ジュニアボランティア「町内清掃」,こどもみらいセンター（能登町）,小学生,みんなの町をみんなできれいにしよう！,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/27,10:00:00,11:00:00,child,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
,ふれあいおばけ大会,輪島市子育て支援センター・児童センター,幼児～小学生,〇おばけのアイディア入賞者の表彰式〇おばけのこわーい話〇おばけ屋敷に挑戦！,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/07/28,10:00:00,15:00:00,,,2016/07/31 17:51:09,suzuki.csv,reisiu
,第１回　育児講座 幼児の安全法,珠洲市役所市民ふれあいの里　健康増進センター　２階　研修室,乳幼児とその保護者,☆第１回　育児講座　～幼児の安全法～　☆　～家庭でできる応急処置～　日　　時：７月２８日（木）１４：００～１５：３０　場　　所：健康増進センター　２階　研修室　内　　容：幼児の安全法　～家庭でできる応急処置～　講　　師：日本赤十字社　石川県支部　　安全法指導員　渡辺　芳江氏☆参加ご希望の方は、７月１２日（火）までに子育て支援センターにお申込みください。 当日託児を希望される方は、必ず事前に予約をお願いいたします。 詳しいことは、子育て支援センターまでお問い合わせ下さい。,珠洲市子育て支援センター,0768-82-5479,0,2016/07/28,14:00:00,15:30:00,suzu_pink,,2016/07/31 17:51:09,suzucity.csv,reisiu
45,水遊び,認定こども園しらさぎ保育所,未収園児とその保護者,みんなで水遊びをします,認定こども園しらさぎ保育所,0768(62)0304,0,2016/07/28,10:30:00,11:20:00,baby,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
53,プール遊び,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでプール遊びをしましょう！　持ち物：水着・水遊び用オムツ・タオル,未収園児とその保護者,0768(62)1503,0,2016/07/28,10:30:00,12:00:00,baby,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
54,Mama　Cafe,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお茶をしながらお喋りしましょう！子育てアプリの開発体験もできます♪　要予約・定員10名　,こどもみらいセンター（能登町）,0768(62)1503,300,2016/07/29,10:30:00,12:00:00,baby,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
59,ノーム劇場「おまえうまそうだな」,こどもみらいセンター（能登町）,未収園児～一般,みんなで観賞しましょう♪,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/29,15:30:00,16:30:00,baby,,2016/07/31 17:51:09,mirai461_0119.csv,reisiu
,ソフト粘土で貯金箱を作ろう！,輪島市子育て支援センター・児童センター,小学生20名,粘土でかわいい貯金箱を作りましょう。※参加希望者は申し込みをしてください。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/07/31,10:00:00,12:00:00,,,2016/07/31 17:51:09,suzuki.csv,reisiu
