no,eventtitle,where,place,whom,what,who,contact,fee,when,openTime,closeTime,tag1,url,timestamp,soucefile,totaluser
119,はじめて★ヨガ,こどもみらいセンター（能登町）,,未就園児とその保護者,はじめての方も大丈夫!!お子さんと一緒にヨガに挑戦しましょう♪　講師：府中　瑠美先生　＊要申込　持ち物：ヨガマット（お持ちの方）・ブランケット　動きやすい服装でお越しください。,こどもみらいセンター（能登町）,0768(62)1503,500,2016/12/09,10:30:00,11:30:00,baby,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
120,児童館であそぼう,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/12/09,10:00:00,12:00:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
122,親子体操教室,穴水町児童館,,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,穴水町児童館(0768-52-3220),0,2016/12/09,10:30:00,12:00:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
,「児童館にあつまれ～!」,珠洲市子育て支援センター・児童館,,小学生・幼児とその保護者,「児童館にあつまれ～!」　対象：小学生・幼児とその保護者　６名　内容：木の実や秋のかざりで写真たてをつくろう　　☆参加ご希望の方は、１５日（火）までに 児童館に お申し込みください。定員になりしだい締切りです。,珠洲市子育て支援センター,0768-82-5479,0,2016/12/10,14:00:00,15:00:00,,,2016/12/27 10:13:43,suzuki.csv,reisiu
,ハンドベルクラブ,輪島市子育て支援センター・児童センター,,クラブ加入者,ハンドベルの練習・披露,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/12/10,10:00:00,12:00:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
,将棋教室,輪島市子育て支援センター・児童センター,,小学生・中学生・高校生,将棋教室を行います。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/12/10,10:00:00,12:00:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
115,おはなし会,穴水町児童館,2階多目的ホール,小学生,絵本・すばなし・紙芝居など。「こぐまグループ」のみなさん,穴水町,児童館,0,2016/12/10,10:30:00,11:30:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
128,発表会を見よう,認定こども園ひばり保育,,未就園児とその保護者,発表会を見ましょう！,認定こども園ひばり保育所,0768(62)1502,0,2016/12/10,09:30:00,12:00:00,baby,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
131,発表会を見よう,認定こども園高倉保育所,,未就園児とその保護者,在園児の発表会を見ましょう！,認定こども園高倉保育所,0768(62)0670,0,2016/12/10,09:30:00,12:00:00,baby,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
,クリスマスリースを作ろう,輪島市子育て支援センター・児童センター,,小学生10人,クリスマスが楽しくなるクリスマスリースを作りましょう☆,輪島市子育て支援センター・児童センター,0768-22-8031,200,2016/12/11,10:00:00,11:00:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
,クリスマスリースを作ろう,輪島市子育て支援センター・児童センター,,小学生10人,クリスマスが楽しくなるクリスマスリースを作りましょう☆,輪島市子育て支援センター・児童センター,0768-22-8031,200,2016/12/11,11:00:00,12:00:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
,クリスマス会,輪島市もんぜん児童館,,どなたでも　要申込12/7まで,ダンスクラブのダンスやケーキづくりを楽しもう♪ジョニーさんのバルーンアートやマアサさんの紙芝居と盛りだくさん♪,輪島市もんぜん児童館,0768-42-3166,200,2016/12/11,10:00:00,12:00:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
8,石休場町の生き物調べ,輪島市石休場町,１０時に８番ラーメン輪島店集合です。,親子、大人、どなたでも,石休場の生き物調べ 日時：12月11日(日) 10時～14時 場所：輪島市石休場町 集合：10時に８番ラーメン輪島店の横の道 参加費：１家族500円(保険代含む) 定員：10家族 講師：水生昆虫研究者 野村進也 氏 　　　蛾類研究者 熊谷直哉 氏 持ち物：切った野菜、お椀、お箸等、弁当、水筒、虫採り網、虫かご、昆虫図鑑、筆記用具 服装：長袖・長ズボン(汚れてもよい服)、長靴、帽子 内容：親子毎に野山で見つけた生き物を記録します。見つけた生き物は捕獲または各自のスマホ等のカメラで撮影します。お昼は持ち寄った野菜でスープを作って食べます。 午後、見つけた生き物の名前を図鑑で調べます。 生き物調べをしつつ、子どもたち、親たちが自由に遊びます。※雨天決行です。雨天決行　12月7日（木）までに参加者全員のお名前、年齢、電話番号をお知らせください。,輪島親子昆虫クラブhttp://wajima-insect.jimdo.com/,wajima.konchuclub@gmail.com 3日前までにメールください。http://wajima-insect.jimdo.com/,500,2016/12/11,10:00:00,14:00:00,,,2016/12/27 10:13:43,motoguchi.csv,reisiu
13,すくすく相談,穴水町保健センター,,乳幼児,赤ちゃんの成長・発達をお母さんと一緒に見ていきます。,穴水町,穴水町健康推進課（0768-52-3589）,0,2016/12/12,10:00:00,11:30:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
123,子育て教室（親子対象）,穴水町児童館,,乳幼児,アロマでリラックス（穴水総合病院助産師藪敬子さん）※託児あり（要予約）,穴水町,穴水町児童館(0768-52-3220),0,2016/12/13,10:00:00,11:30:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
,ほっとミーティング,珠洲市役所市民ふれあいの里　健康増進センター,,妊娠中の方・乳幼児をお持ちのママ,◎ほっとミーティングは、別室にてママたちだけの場となります。◎お子様については和室にて託児いたします。（お子様用の水分や替え用のオムツ等お持ちください。）◎当日は、できるだけ午前１０時までにおいでください。＊ご利用の際は、必ず９日（金）までに予約をお願いします。＜予約・問い合わせ＞珠洲市健康増進センター（福祉課　健康推進係）　電話　８２－７７４２,珠洲市役所市民ふれあいの里　健康増進センター（福祉課　健康推進係）,0768-82-7742,0,2016/12/14,10:00:00,11:30:00,,,2016/12/27 10:13:43,suzuki.csv,reisiu
,1歳6ヶ月検診,珠洲市役所市民ふれあいの里　健康増進センター,,１歳６か月～１歳８か月頃のこどもとその保護者,持ち物　お知らせ票・母子手帳◎個人通知あり○内容　身体計測、診察、歯科健診、フッ素塗布、ブラッシング指導、保健相談、栄養相談、発達相談,珠洲市子育て支援センター,0768-82-5479,0,2016/12/15,13:15:00,14:00:00,,,2016/12/27 10:13:43,suzuki.csv,reisiu
,うさちゃん広場,輪島市子育て支援センター・児童センター,,乳幼児親子,ベビーヨガを行います♪予約はいりません。動きやすい服装できてください。持ち物：タオル、飲み物,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/12/15,10:30:00,11:30:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
,ジュニアスポーツ教室バスケット教室,輪島市もんぜん児童館,,小学1～3年,バスケット教室を行います。,輪島市もんぜん児童館,0768-42-3166,0,2016/12/15,15:30:00,16:15:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
,ジュニアスポーツ教室バスケット教室,輪島市もんぜん児童館　共催もんぜんスポーツクラブ,,小学4～6年,バスケット教室を行います。,輪島市もんぜん児童館,0768-42-3166,0,2016/12/15,16:15:00,17:00:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
,絵本にふれよう,珠洲市立中央図書館,,乳幼児とその保護者,図書館司書による新刊や手遊びの紹介・絵本の読み聞かせをします。,珠洲市子育て支援センター,0768-82-5479,0,2016/12/15,10:00:00,10:30:00,suzu_pink,,2016/12/27 10:13:43,suzuki.csv,reisiu
113,子育て情報交換,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/12/15,09:30:00,11:00:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
129,もうすぐクリスマス,認定こども園しらさぎ保育所,,未就園児とその保護者,もうすぐクリスマスですね。クリスマスにちなんだ遊びをします,認定こども園しらさぎ保育所,0768(62)0304,0,2016/12/15,10:30:00,11:20:00,baby,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
33,輪島市乳幼児健康相談,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2016/12/16,10:00:00,11:00:00,,,2016/12/27 10:13:43,takese_kensui0321.csv,reisiu
120,身体計測＆パネルシアター,こどもみらいセンター（能登町）,,未就園児とその保護者,身体計測をします。母子手帳を持参下さい。終了後はパネルシアターがあります。,こどもみらいセンター（能登町）,0768(62)1503,0,2016/12/16,10:30:00,11:30:00,baby,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
121,児童館であそぼう,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/12/16,10:00:00,12:00:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
,ハンドベルクラブ,輪島市子育て支援センター・児童センター,,クラブ加入者,漆芸美術館行事参加,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/12/17,10:00:00,12:00:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
,第4回　育児講座「親子ふれあいコンサート」,珠洲市役所市民ふれあいの里　健康増進センター　２階　調理室,,誰でも,☆第４回育児講座「親子ふれあいコンサート」☆　日時：１２月１７日（土）１０：００～１１：００　場所：珠洲市子育て支援センター　ホール　内容：親子ふれあいコンサート～見て聞いて歌って楽しいひとときを～対　象：乳幼児とその保護者、地域の方※詳しいことは子育て支援センターまでお問い合わせください。TEL：８２－５４７９,珠洲市子育て支援センター,0768-82-5479,0,2016/12/17,10:00:00,11:00:00,suzu_pink,,2016/12/27 10:13:43,suzuki.csv,reisiu
2,まるまる育児　赤ちゃんの運動発達講座,能登町瑞穂公民館,１階和室,妊婦　乳幼児の保護者　興味のある方,赤ちゃんの新生児期からお座り時期までの発達などを学びます。,まるまる育児in能登町,https://m.facebook.com/nozomi.ootakaまたはnzm.o_o.rei@docomo.ne.jp,5000,2016/12/17,10:00:00,12:00:00,能登町,,2016/12/27 10:13:43,nzmo.csv,reisiu
4,鵜川子育てママリフレッシュサークル,鵜川公民館,,妊婦　乳幼児とその保護者,押し餅作り,鵜川公民館,0768-67-1919,0,2016/12/17,11:00:00,16:00:00,,,2016/12/27 10:13:43,ukawa.csv,reisiu
117,発表会,認定こども園柳田保育所,,未就園児とその保護者,皆で発表会を観賞しましょう！,認定こども園柳田保育所,0768(76)0154,0,2016/12/17,09:00:00,12:00:00,baby,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
124,こどもクッキング「クリスマスケーキ作り」,こどもみらいセンター（能登町）,,小学生,クリスマスケーキを皆で作ります！定員：１０名　持ち物：エプロン・三角巾・マスク・手ふき,こどもみらいセンター（能登町）,0768(62)1503,300,2016/12/17,10:00:00,11:30:00,child,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
,わじまキッズランド,輪島市子育て支援センター・児童センター,,グループ加入者,子どもの町わじまを作ろう,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/12/18,10:00:00,12:00:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
,親子料理教室,輪島市もんぜん児童館,,どなたでも　要申込12/14まで,食生活改善推進協議会の方が教えてくれます。持ち物：エプロン・三角巾・手拭き,輪島市もんぜん児童館,0768-42-3166,100,2016/12/18,10:00:00,13:00:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
,国際交流,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,持ち物：飲み物、汗拭き用タオル ☆ネイティブの国際交流員による外国の文化紹介や歌、絵本の読み聞かせなどがあります。 ☆直接遊びに来てね！,珠洲市子育て支援センター,0768-82-5479,0,2016/12/19,10:00:00,10:30:00,,,2016/12/27 10:13:43,suzuki.csv,reisiu
,ママぴよタイム～クリスマス会～,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,☆ママぴよタイム☆～クリスマス会～日時：１２月２０日（火）　１０：３０～１１：３０場 　所：珠洲市子育て支援センター対 　象：乳幼児とその保護者　１５組 内容：クリスマス会　サンタさんが来るよ参加費：親子で２００円　持ち物：飲み物・取り皿 フォーク又はスプーン☆参加ご希望の方は、１日（木）～１６日（金）までに子育て支援センターにお申し込みください。,珠洲市子育て支援センター,0768-82-5479,200,2016/12/20,10:00:00,11:00:00,,,2016/12/27 10:13:43,suzuki.csv,reisiu
23,ママのホッとティータイム,穴水町児童館,,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2016/12/20,10:00:00,11:30:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
,保育所開放日,市内各保育所,,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。今月の開放日は、1日・１５日です。,珠洲市子育て支援センター,0768-82-5479,0,2016/12/21,09:00:00,11:00:00,suzu_pink,,2016/12/27 10:13:43,suzuki.csv,reisiu
,子育て相談,珠洲市役所市民ふれあいの里　健康増進センター,,,,珠洲市子育て支援センター,0768-82-5479,0,2016/12/21,10:00:00,11:00:00,,,2016/12/27 10:13:43,suzuki.csv,reisiu
9,輪島市乳幼児健康相談,輪島市子育て支援センター・児童センター,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2016/12/21,10:00:00,11:30:00,,,2016/12/27 10:13:43,takese_kensui0321.csv,reisiu
117,児童ダンスクラブ,穴水町児童館,,小学生,仲間とダンスの練習,穴水町,穴水町児童館(0768-52-3220),0,2016/12/21,15:00:00,16:00:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
121,Mama Cafe,こどもみらいセンター（能登町）,,未就園児とその保護者,みんなでお茶やお喋りしながらリフレッシュ！　要予約・定員10名　,こどもみらいセンター（能登町）,0768(62)1503,300,2016/12/21,10:30:00,12:00:00,baby,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
,6・7ヶ月相談,珠洲市役所市民ふれあいの里　健康増進センター,,6・7ヶ月の子どもとその保護者,持ち物　お知らせ票・母子手帳◎個人通知あり○内容　発達・育児・離乳について、むし歯予防・親子遊び、子育て支援センターの紹介、身体計測、個別相談,珠洲市子育て支援センター,0768-82-5479,0,2016/12/22,10:00:00,11:00:00,,,2016/12/27 10:13:43,suzuki.csv,reisiu
114,クリスマスの集い,穴水町子育て支援センター（平和こども園）,,乳幼児,クリスマスの集い,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/12/22,09:30:00,11:00:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
122,ノームクリスマス会,こどもみらいセンター（能登町）,,乳幼児～どなたでも,虎之助ちびっこ演奏・乳幼児お楽しみタイム・小学生＆保護者ゲーム・サンタさんからのプレゼントもあるよ！！,こどもみらいセンター（能登町）,0768(62)1503,0,2016/12/23,10:00:00,11:30:00,baby,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
,「児童館にあつまれ～!」,珠洲市子育て支援センター・児童館,,小学生・幼児とその保護者,☆児童館にあつまれ～！☆＝ちびっこクッキング＝　日時：１２月２４日（土）　１０：００～１１：３０　場所：じどうかんのお部屋　内容：クリスマスカップケーキ　対象：小学生・年中長児と保護者　９名　参加費：１人１００円　持ち物：飲み物やタオル・エプロン・三角布（スカーフ可）　 取り皿・フォークも持ってきてね！☆参加ご希望の方は、２０日（火）までに 児童館に お申し込みください。定員になりしだいしめきりです。遊びに来てね！！,珠洲市子育て支援センター,0768-82-5479,100,2016/12/24,14:00:00,15:00:00,,,2016/12/27 10:13:43,suzuki.csv,reisiu
,手話であ・そ・ぼ,輪島市子育て支援センター・児童センター,,グループ加入者,手話の披露・練習,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/12/24,14:00:00,16:00:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
9,餅つきと生き物観察会in金蔵,輪島市町野町金蔵,ゲストハウス,親子、大人、どなたでも,餅つきと生き物観察会 日時：12月24日(土) 10時～14時 場所：輪島市町野町金蔵 集合：参加申し込みの方に詳細をお知らせします。 参加費：１家族1000円(材料費・保険代含む)、但し大人2人の場合1500円 定員：10家族 講師：水生昆虫研究者　野村進也 氏 　　 蛾類研究者 熊谷直哉 氏 　　 農家 向一郎 氏 持ち物：エプロン、三角巾、手拭きタオル、切った野菜、弁当、水筒、虫採り網、虫かご、昆虫図鑑、筆記用具 服装：長袖・長ズボン(汚れてもよい服)、長靴、帽子 内容：里山散策、餅つき、昆虫採集、親子毎に野山で見つけた生き物を記録します。見つけた生き物は捕獲または各自のスマホ等のカメラで撮影します。 午後、見つけた生き物の名前を図鑑で調べます。 ※雨天決行です。  参加希望の方は12月18日(日)までに参加者全員の名前、年齢、電話番号をお知らせ下さい。   Facebookメッセージまたはメールにてお願いいたします。 wajima.konchuclub@gmail.com,輪島親子昆虫クラブhttp://wajima-insect.jimdo.com/,wajima.konchuclub@gmail.com 3日前までにメールください。http://wajima-insect.jimdo.com/,500,2016/12/24,10:00:00,14:00:00,,,2016/12/27 10:13:43,motoguchi.csv,reisiu
,ソフト粘土で干支の酉を作ろう,輪島市子育て支援センター・児童センター,,小学生20人　要予約,来年の干支（酉）をソフト粘土で作ります♪講師は木下京子先生です。,輪島市子育て支援センター・児童センター,0768-22-8031,200,2016/12/25,13:30:00,15:00:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
125,親子ミニ門松づくり,コンセールのと,,幼児・小学生とその保護者,親子で門松作りを楽しみましょう！＊要申込,宇出津公民館・こどもみらいセンター,0768(62)3458・0768(62)1503,200,2016/12/25,10:00:00,12:00:00,baby,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
,冬休み手芸教室　1～3年,珠洲市子育て支援センター・児童館,,,☆冬休み手芸教室☆　日 　時：１２月２６日（月）　１４：００～１５：００　場 　所：じどうかんのお部屋　内 　容：２６日…おいしいコースター作り　　小学１～３年生　参加費：５０円　持ち物：作品を持ち帰るための小さなカバンやナイロン袋　☆定員は、各日それぞれ８名です。定員になりしだいしめきりです。参加ご希望の方は２０日（火）までに児童館にお申込みください。,珠洲市子育て支援センター,0768-82-5479,50,2016/12/26,14:00:00,15:00:00,,,2016/12/27 10:13:43,suzuki.csv,reisiu
,ぞうきんがけレース大会,輪島市子育て支援センター・児童センター,,幼児～小学生,足腰の強さが試されるぞうきんがけレース！みんなでがんばろう！,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/12/27,15:00:00,16:00:00,,,2016/12/27 10:13:43,takese_1227.csv,reisiu
,冬休み手芸教室　4～6年,珠洲市子育て支援センター・児童館,,,☆冬休み手芸教室☆１２月２７日（火）　１４：００～１５：００　場 　所：じどうかんのお部屋　内　容：２７日…フェルトのカップケーキ　　小学４～６年生　参加費：５０円　持ち物：作品を持ち帰るための小さなカバンやナイロン袋　☆定員は、各日それぞれ８名です。定員になりしだいしめきりです。参加ご希望の方は２０日（火）までに児童館にお申込みください。,珠洲市子育て支援センター,0768-82-5479,50,2016/12/27,14:00:00,15:00:00,,,2016/12/27 10:13:43,suzuki.csv,reisiu
124,ハンドメイド教室,穴水町児童館,,乳幼児,簡単な工作をします。※託児あり（要予約）,穴水町,穴水町児童館(0768-52-3220),0,2016/12/27,10:00:00,12:00:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
,年忘れおたのしみ会,珠洲市子育て支援センター・児童館,,小学生・乳幼児とその保護者,☆年忘れおたのしみ会☆　対 象：小学生・乳幼児とその保護者　２０名　内　 容：小学生と乳幼児の交流会　参加費：小学生は１００円、親子で１００円　持ち物：飲み物☆参加ご希望の方は、児童館・子育て支援センターにお申し込みください。,珠洲市子育て支援センター,0768-82-5479,100,2016/12/28,10:00:00,11:30:00,,,2016/12/27 10:13:43,suzuki.csv,reisiu
