no,eventtitle,where,place,whom,what,who,contact,fee,when,openTime,closeTime,tag1,url,timestamp,soucefile,totaluser
6,ほっとサロンみらい,輪島市子育て支援センター・児童センター,,妊婦　乳幼児とその保護者,お茶をしたり、おさがりをもらったり、ほっと一息つきましょう。,みらい子育てネット輪島　共催：輪島市子育て支援センター・児童センター,0768-22-8036,無料,2016/11/10,10:30:00,11:15:00,,,2016/11/30 21:34:32,yamagami.csv,
100,フルートとピアノのミニコンサート,穴水町子育て支援センター（平和こども園）,,乳幼児,わらべ唄遊び,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/11/10,09:30:00,11:00:00,,,2016/11/30 21:34:32,anamizuh28.csv,
109,園庭遊び,認定こども園柳田保育所,,未就園児とその保護者,園庭で皆と一緒に遊びましょう！,認定こども園柳田保育所,0768(76)0154,0,2016/11/10,10:00:00,11:00:00,能登町,,2016/11/30 21:34:32,mirai461_0119.csv,
106,児童館であそぼう,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/11/11,10:00:00,12:00:00,,,2016/11/30 21:34:32,anamizuh28.csv,
109,親子体操教室,穴水町児童館,,乳幼児,幼児リトミックダンスとお母さんのリフレッシュダンス,穴水町,穴水町児童館(0768-52-3220),0,2016/11/11,10:30:00,12:00:00,,,2016/11/30 21:34:32,anamizuh28.csv,
2,芋掘りと生き物観察会,輪島市町野町大川,,親子、大人、どなたでも, 芋掘りと生き物観察会 日時：11月12日（土）10時～13時頃 場所：輪島市町野町大川 集合：参加申し込みの方に詳細をお知らせします。 参加費：１家族500円 定員：10家族 対象：親子 持ち物：弁当、水筒、切った野菜、雨具、スコップ、袋、軍手、着替え、タモ網 服装：汚れてもよい服、長靴、帽子 内容：芋掘り、水生昆虫の観察、スープづくり、生き物調べは行いません。 ※雨天決行です。 参加希望の方は11月10日(木)までに参加者全員の名前、年齢、電話番号をお知らせ下さい。 wajima.konchuclub@gmail.com facebookメッセージでも受け付けます。  ,輪島親子昆虫クラブ,wajima.konchuclub@gmail.com 3日前までにメールください。　https://www.facebook.com/wajima.konchuclub/,500,2016/11/12,10:00:00,13:00:00,,,2016/11/30 21:34:32,motoguchi.csv,
116,簡単お茶会,こどもみらいセンター（能登町）,,小学生,茶道の心得を能登高校茶道部の方に学びます！＊要申込・定員１０名,小学生,0768(62)1503,100,2016/11/12,10:00:00,11:00:00,child,,2016/11/30 21:34:32,mirai461_0119.csv,
,わじまキッズランド,輪島市子育て支援センター・児童センター,,グループ加入者,子どもの町わじまを作ろう,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/11/13,10:00:00,12:00:00,,,2016/11/30 21:34:32,takese_1130.csv,
12,すくすく相談,穴水町保健センター,,乳幼児,赤ちゃんの成長・発達をお母さんと一緒に見ていきます。,穴水町,穴水町健康推進課（0768-52-3589）,0,2016/11/14,10:00:00,11:30:00,,,2016/11/30 21:34:32,anamizuh28.csv,
,うさちゃん広場,輪島市子育て支援センター・児童センター,,乳幼児親子,サークル夢知遊さんのお話し会,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/11/15,10:30:00,11:30:00,,,2016/11/30 21:34:32,takese_1130.csv,
9,ママぴよタイム,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,☆ママぴよタイム☆～くみ先生とロールケーキ～　内容：バナナロールケーキ作りのデモンストレーション　参加費：親子で１００円　持ち物：取り皿・スプーン又はフォーク・飲み物　☆参加ご希望の方は３日（月）までに、子育て支援センターにお申し込みください。,珠洲市子育て支援センター,0768-82-5479,100,2016/11/15,10:00:00,11:00:00,,,2016/11/30 21:34:32,suzuki.csv,
22,ママのホッとティータイム,穴水町児童館,,乳幼児,子育てママが抱える様々な思いを自由に話し、仲間の話に耳を傾けホッと一息するママのための場所です。,穴水町,穴水町児童館（0768-52-3220）,0,2016/11/15,10:00:00,11:30:00,,,2016/11/30 21:34:32,anamizuh28.csv,
4,どんぐりひろば,輪島市健康ふれあい広場,,乳幼児親子,シャボン玉、風船などを持ってくるので公園で一緒に遊びましょう！自由にご参加ください！,どんぐりクラブ（みらい子育てネット輪島）,どんぐりクラブ,無料,2016/11/16,10:00:00,12:00:00,,,2016/11/30 21:34:32,motoguchi.csv,
8,保育所開放日,市内各保育所,,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。今月の開放日は、1日・１５日です。,珠洲市子育て支援センター,0768-82-5479,0,2016/11/16,09:00:00,11:00:00,suzu_pink,,2016/11/30 21:34:32,suzuki.csv,
8,輪島市乳幼児健康相談,輪島市子育て支援センター・児童センター,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2016/11/16,10:00:00,11:30:00,,,2016/11/30 21:34:32,takese_kensui0321.csv,
58,子育て相談,珠洲市役所市民ふれあいの里　健康増進センター,,妊娠中の方・乳幼児をお持ちのママ　どなたでも,保育士、管理栄養士などスタッフがいていろいろなんでも相談できる日です。身体計測もできます。予約不要,健康増進センター,0768-82-5479,0,2016/11/16,10:00:00,11:00:00,,,2016/11/30 21:34:32,suzucity.csv,
,うさちゃん広場,輪島市子育て支援センター・児童センター,,乳幼児親子,ママの癒しタイム「フットマッサージ」※要予約８人　予約順１人３０分程度,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/11/17,10:30:00,11:30:00,,,2016/11/30 21:34:32,takese_1130.csv,
6,絵本にふれよう,珠洲市立中央図書館,,乳幼児とその保護者,図書館司書による新刊や手遊びの紹介・絵本の読み聞かせをします。,珠洲市子育て支援センター,0768-82-5479,0,2016/11/17,10:00:00,10:30:00,suzu_pink,,2016/11/30 21:34:32,suzuki.csv,
7,3歳児検診,珠洲市役所市民ふれあいの里　健康増進センター,,３歳３か月～３歳６か月頃のこどもとその保護者,持ち物　お知らせ票・母子手帳（アンケート用紙含む）◎個人通知あり○内容　身体計測、診察、歯科健診、保健相談、栄養相談、発達相談など,珠洲市子育て支援センター,0768-82-5479,0,2016/11/17,09:00:00,11:00:00,,,2016/11/30 21:34:32,suzuki.csv,
98,11月生まれのお友達・誕生会,穴水町子育て支援センター（平和こども園）,,乳幼児,11月生まれのお友達をみんなで祝ってあげよう。,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/11/17,09:30:00,11:00:00,,,2016/11/30 21:34:32,anamizuh28.csv,
110,秋の散歩を楽しもう,認定こども園鵜川保育所,,未就園児とその保護者,木の実拾いや草花を摘んで遊びましょう♪,認定こども園鵜川保育所,0768(67)1623,0,2016/11/17,10:30:00,11:30:00,能登町,,2016/11/30 21:34:32,mirai461_0119.csv,
111,ままごと遊びを楽しもう,認定こども園ひばり保育所,,未就園児とその保護者,園児と一緒におままごと遊びを楽しみましょう,認定こども園ひばり保育所,0768(62)1502,0,2016/11/17,10:30:00,11:20:00,能登町,,2016/11/30 21:34:32,mirai461_0119.csv,
112,粘土で遊ぼう,認定こども園しらさぎ保育所,,未就園児とその保護者,粘土遊びをします！,認定こども園しらさぎ保育所,0768(62)0304,0,2016/11/17,10:30:00,11:20:00,能登町,,2016/11/30 21:34:32,mirai461_0119.csv,
113,コーナー遊びをしよう,認定こども園上町保育所,,未就園児とその保護者,準備してあるいろいろな遊びを楽しみます！,認定こども園上町保育所,0768(76)0136,0,2016/11/17,10:30:00,11:30:00,能登町,,2016/11/30 21:34:32,mirai461_0119.csv,
114,遊戯室で遊ぼう,認定こども園高倉保育所,,未就園児とその保護者,お遊戯室での遊びを楽しみましょう！,認定こども園高倉保育所,0768(62)0670,0,2016/11/17,10:30:00,11:30:00,能登町,,2016/11/30 21:34:32,mirai461_0119.csv,
5,親子で運動遊び,珠洲健民体育館,,乳幼児とその保護者,☆親子で運動遊び☆スポーツ推進員といっしょに、親子で楽しく運動遊びをしませんか？場所は今月は健民体育館、持ち物は水分と汗拭き用タオル、申込みは不要です。直接遊びに来て下さいね！,珠洲市子育て支援センター,0768-82-5479,0,2016/11/18,10:00:00,10:30:00,suzu_pink,,2016/11/30 21:34:32,suzuki.csv,
32,輪島市乳幼児健康相談,町野めばえ子育て支援室,,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2016/11/18,10:00:00,11:00:00,,,2016/11/30 21:34:32,takese_kensui0321.csv,
106,えいごで遊ぼう!!,こどもみらいセンター（能登町）,,未就園児とその保護者,大人気の英語教室の先生と遊びます！講師：新出　奈保先生★要申込,こどもみらいセンター（能登町）,0768(62)1503,0,2016/11/18,10:30:00,11:30:00,baby,,2016/11/30 21:34:32,mirai461_0119.csv,
,将棋教室,輪島市子育て支援センター・児童センター,,小学生・中学生・高校生,将棋教室を行います。,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/11/19,10:00:00,12:00:00,,,2016/11/30 21:34:32,takese_1130.csv,
,手話であ・そ・ぼ,輪島市子育て支援センター・児童センター,,グループ加入者,手話の披露・練習,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/11/19,14:00:00,16:00:00,,,2016/11/30 21:34:32,takese_1130.csv,
4,「児童館にあつまれ～!」,珠洲市子育て支援センター・児童館,,小学生・幼児とその保護者,「児童館にあつまれ～!」　対象：小学生・幼児とその保護者　６名　内容：木の実や秋のかざりで写真たてをつくろう　　☆参加ご希望の方は、１５日（火）までに 児童館に お申し込みください。定員になりしだい締切りです。,珠洲市子育て支援センター,0768-82-5479,0,2016/11/19,14:00:00,15:00:00,,,2016/11/30 21:34:32,suzuki.csv,
6,森のようちえん,石川県健康の森,,親子、大人、どなたでも,森のようちえん 日時：11月19日(土) 10時～13時頃 場所：石川県健康の森オートキャンプ場 （石川県輪島市三井町中長谷１２） 集合：健康の森　森林科学館集合 参加費：１家族500円 定員：10名 対象：親子(お子さんの年齢は問いません) 持ち物：弁当、水筒、切った野菜、雨具 服装：長袖・長ズボン(汚れてもよい服)、長靴、帽子 内容：森で子どもが自由に遊ぶのを見守ります。 お昼は持ちよった野菜でスープを作ります。 ※雨天決行です。,輪島親子昆虫クラブ,wajima.konchuclub@gmail.com 3日前までにメールください。　https://www.facebook.com/wajima.konchuclub/,500,2016/11/19,10:00:00,13:00:00,,,2016/11/30 21:34:32,motoguchi.csv,
104,てづくり教室,穴水町児童館,２階多目的ホール,小学生,かんたんな工作,穴水町,穴水町児童館(0768-52-3220),0,2016/11/19,13:30:00,15:00:00,,,2016/11/30 21:34:32,anamizuh28.csv,
,うさちゃん広場,輪島市子育て支援センター・児童センター,,乳幼児親子,１２月生まれのたんじょう会」協力：太陽の子クラブ,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/11/20,10:30:00,11:30:00,,,2016/11/30 21:34:32,takese_1130.csv,
,ふれあいオセロ大会,輪島市子育て支援センター・児童センター,,小学生２０人　要申込,オセロ大会を開催します。優勝カップ目指して頑張ろう！,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/11/20,10:00:00,12:00:00,,,2016/11/30 21:34:32,takese_1130.csv,
,ハンドベルクラブ,輪島市子育て支援センター・児童センター,,クラブ加入者,ハンドベルの練習・披露,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/11/20,10:00:00,12:00:00,,,2016/11/30 21:34:32,takese_1130.csv,
1,石休場町の生き物調べ,輪島市石休場町,,親子、大人、どなたでも, 石休場の生き物調べ 日時：11月20日(日) 10時～14時 場所：輪島市石休場町 集合：10時に８番ラーメン輪島店の横の道 参加費：１家族500円(保険代含む) 定員：10家族 講師：蛾類研究者 熊谷直哉 氏 持ち物：弁当、水筒、虫採り網、虫かご、昆虫図鑑、筆記用具 服装：長袖・長ズボン(汚れてもよい服)、長靴、帽子 内容：親子毎に野山で見つけた生き物を記録します。見つけた生き物は捕獲または各自のスマホ等のカメラで撮影します。 午後、見つけた生き物の名前を図鑑で調べます。 ※雨天決行です。雨天時は午後から河原田公民館で行います。  参加希望の方は11月17日(木)までに参加者全員の名前、年齢、電話番号をお知らせ下さい。   Facebookメッセージまたはメールにてお願いいたします。 wajima.konchuclub@gmail.com,輪島親子昆虫クラブhttp://wajima-insect.jimdo.com/,wajima.konchuclub@gmail.com 3日前までにメールください。http://wajima-insect.jimdo.com/,500,2016/11/20,10:00:00,14:00:00,,,2016/11/30 21:34:32,motoguchi.csv,
105,育児用品＆生活雑貨フリーマーケット,コンセールのと,,どなたでも,すぐに使えなくなってしまう育児用品。資源の有効活用と育児用品の軽減を図るため「育児用品＆生活雑貨フリーマーケット」を開催します！出店者も募集中!!,こどもみらいセンター（能登町）,0768(62)1503,0,2016/11/20,10:00:00,11:30:00,能登町,,2016/11/30 21:34:32,mirai461_0119.csv,
3,国際交流,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,持ち物：飲み物、汗拭き用タオル ☆ネイティブの国際交流員による外国の文化紹介や歌、絵本の読み聞かせなどがあります。 ☆直接遊びに来てね！,珠洲市子育て支援センター,0768-82-5479,0,2016/11/21,10:00:00,10:30:00,,,2016/11/30 21:34:32,suzuki.csv,
,うさちゃん広場,輪島市子育て支援センター・児童センター,,乳幼児親子,「１１月生まれのたんじょう会」「ボールプール」協力：太陽の子クラブ,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/11/22,10:30:00,11:30:00,,,2016/11/30 21:34:32,takese_1130.csv,
,うさちゃん広場,輪島市子育て支援センター・児童センター,,乳幼児親子,クリスマス会をします,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/11/22,10:30:00,11:30:00,,,2016/11/30 21:34:32,takese_1130.csv,
2,11月生まれのお友達 お誕生会,珠洲市子育て支援センター・児童館,,乳幼児とその保護者,その月のお誕生日のお友だちのお祝いをします。,珠洲市子育て支援センター,0768-82-5479,0,2016/11/22,10:00:00,10:30:00,,,2016/11/30 21:34:32,suzuki.csv,
110,子育て教室（親子対象）,穴水町児童館,,乳幼児,幼児安全法（日本赤十字社指導員　渡辺さん）,穴水町,穴水町児童館(0768-52-3220),0,2016/11/22,10:00:00,11:30:00,,,2016/11/30 21:34:32,anamizuh28.csv,
,うさちゃん広場,輪島市子育て支援センター・児童センター,,乳幼児親子,「おはなし会」～マアサの紙芝居～,輪島市子育て支援センター・児童センター,0768-22-8031,0,2016/11/24,10:30:00,11:30:00,,,2016/11/30 21:34:32,takese_1130.csv,
99,子育て情報交換,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/11/24,09:30:00,11:00:00,,,2016/11/30 21:34:32,anamizuh28.csv,
42,輪島市おやこ子育て広場・ぐんぐん広場,輪島市子育て支援センター・児童センター,,7～11か月児,離乳食の進め方＆保育士さんに学ぶ遊び方など,輪島市健康推進課,0768-23-1136,0,2016/11/25,10:00:00,11:30:00,,,2016/11/30 21:34:32,takese_kensui0321.csv,
107,身体計測＆手遊び,こどもみらいセンター（能登町）,,未就園児とその保護者,身体計測をします。計測後は手遊びをして遊びましょう♪　★母子手帳を持参下さい,こどもみらいセンター（能登町）,0768(62)1503,0,2016/11/25,10:30:00,11:30:00,baby,,2016/11/30 21:34:32,mirai461_0119.csv,
1,「児童館にあつまれ～!」,珠洲市子育て支援センター・児童館,,小学生・幼児とその保護者,「児童館にあつまれ～!」　＝ちびっこクッキング＝ 場所：じどうかんのお部屋　内容：りんごのパウンドケーキつくり　対象：小学生8名　参加費 ：１人１００円,珠洲市子育て支援センター,0768-82-5479	,100	,2016/11/26,14:00:00	,15:00:00,,,2016/11/30 21:34:32,suzuki.csv,
1,抱っこの教室,能登町瑞穂公民館,,妊婦　乳幼児の保護者　興味のある方,本当に気持ちのいい抱っこは何かを感じ、体験し、考える講座,まるまる育児in能登町,https://m.facebook.com/nozomi.ootaka,3500円,2016/11/26,10:00:00,12:00:00,能登町,,2016/11/30 21:34:32,nzmo.csv,
2,森のおさんぽとお話し会〜里山で炭を使ってお茶をたてよう！,「柞（ははそ）の森」（大野製炭工場内）集合場所はお申し込み時にお知らせさせていただきます。,,未就学児～大人まで　どなたでも！大人だけの参加も♪,初冬の里山、クヌギの森をいろんな草花を見つけながらお散歩します。炭の工場を見学したら、ほっこりお茶タイムと、「さとやま劇場」もありますよ。  小さなドングリからクヌギの木が育ち、 炭になってお茶のお湯が沸くまでの時間を体験できるかも？ 　 土地に根ざした学びの場「まるやま組」を展開されている萩のゆきさんと、「森のようちえん」の考え方を大切に活動する坂井理笑がご案内します。初冬の森で楽しくすごしましょう。http://www.satoyama-satoumi.com/oraccha/ws/,NPO法人能登半島おらっちゃの里山里海,メール、電話、FaceBookページから,親子１組 2000,2016/11/26,13:30:00,15:30:00,suzu_pink,,2016/11/30 21:34:32,reisiu_notofairy.csv,
,初めてのデコパージュ～おしゃれな小物を作ろう～,輪島市子育て支援センター・児童センター,,小学生２０人※要申込,ペーパーナプキンの柄を、専用液で貼り付けておしゃれでかわいいオリジナル小箱を作ろう！,輪島市子育て支援センター・児童センター,0768-22-8031,100,2016/11/27,10:00:00,12:00:00,,,2016/11/30 21:34:32,takese_1130.csv,
7,金蔵の生き物調べ,輪島市町野町金蔵,,親子、大人、どなたでも, 金蔵の生き物調べ 日時：11月27日(日) 10時～14時 場所：輪島市町野町金蔵 集合：参加申し込みの方に詳細をお知らせします。 参加費：１家族500円(保険代含む) 定員：10家族 講師：水生昆虫研究者　野村進也 氏　 　　  蛾類研究者 熊谷直哉 氏 持ち物：弁当、水筒、虫採り網、虫かご、昆虫図鑑、筆記用具 服装：長袖・長ズボン(汚れてもよい服)、長靴、帽子 内容：親子毎に野山で見つけた生き物を記録します。見つけた生き物は捕獲または各自のスマホ等のカメラで撮影します。 午後、見つけた生き物の名前を図鑑で調べます。 ※雨天決行です。雨天時は午後から室内で行います。  参加希望の方は11月24日(木)までに参加者全員の名前、年齢、電話番号をお知らせ下さい。   Facebookメッセージまたはメールにてお願いいたします。 wajima.konchuclub@gmail.com,輪島親子昆虫クラブhttp://wajima-insect.jimdo.com/,wajima.konchuclub@gmail.com 3日前までにメールください。http://wajima-insect.jimdo.com/,500,2016/11/27,10:00:00,14:00:00,,,2016/11/30 21:34:32,motoguchi.csv,
107,児童館であそぼう,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/11/29,10:00:00,12:00:00,,,2016/11/30 21:34:32,anamizuh28.csv,
108,Mama　Cafe,こどもみらいセンター（能登町）,,未就園児とその保護者,みんなでお茶やお喋りしながらリフレッシュ！　要予約・定員10名　　,こどもみらいセンター（能登町）,0768(62)1503,300,2016/11/30,10:30:00,12:00:00,baby,,2016/11/30 21:34:32,mirai461_0119.csv,
