no,display,list_no,category,name,address,lat,lng,phone1,phone2,memo1,memo2,area,hours,closing,diaper,URL
62,,4,保育園,市立くしひ保育所,石川県輪島市門前町日野尾ニの75番地,37.2882752,136.7724705,(0768)42-3085,,２か月後から,,,(月〜金)7:30〜18:30 (土)7:30〜13:00,,,
12,,4,中学校,輪島市立門前中学校,石川県輪島市門前町清水10の21番地,37.2919357,136.7641266,,,,,,,,,
65,,4,保育園,小木保育園,石川県鳳珠郡能登町小木4-59,37.2984712,137.223568,(0768)74-1107,,２か月後から,,,(月〜金)7:00〜18:30,,,
43,,4,保育園,町立高倉保育所,石川県鳳珠郡能登町姫12-36,37.3021731,137.2085332,(0768)62-0670,,６か月後から,,,7:30〜18:00,,,
46,,4,保育園,町立ひばり保育所,石川県鳳珠郡能登町崎山1-73,37.3028409,137.1491274,(0768)62-1502,,６か月後から,,,7:30〜18:30,,,
47,,4,保育園,町立しらさぎ保育所,石川県鳳珠郡能登町宇出津ニ-22,37.3091235,137.1528825,(0768)62-0304,,６か月後から,,,7:30〜18:30,,,
21,,4,小学校,輪島市立三井小学校,石川県輪島市三井町興徳寺10字29番地,37.3155457,136.8982777,,,,,,,,,
61,,4,保育園,市立三井保育所,石川県輪島市三井町長沢2-11,37.3156458,136.90263,(0768)26-1201,,２か月後から,,,(月〜金)7:30〜18:30 (土)7:30〜13:00,,,
45,,4,保育園,町立上町保育所,石川県鳳珠郡能登町天坂い65,37.353759,137.1052518,(0768)76-0136,,６か月後から,,,7:30〜18:00,,,
53,,4,保育園,松波保育園,石川県鳳珠郡能登町松波8-2-1,37.3556596,137.2404522,(0768)72-1157,,２か月後から,,,(月〜金)7:00〜18:30,,,
58,,4,保育園,市立河原田保育所,石川県輪島市東中尾町16,37.3682095,136.9073185,(0768)22-1206,,２か月後から,,,(月〜金)7:30〜18:30 (土)7:30〜13:00,,,
16,,4,小学校,輪島市立河原田小学校,石川県輪島市横地町6字123番地,37.3725174,136.9072044,,,,,,,,,
44,,4,保育園,認定こども園柳田保育所,石川県鳳珠郡能登町柳田ロ245-1,37.3733229,137.0872419,(0768)76-0154,,６か月後から,,,7:30〜18:30,,,
7,,4,小学校,輪島市立鵠巣小学校,石川県輪島市大沢町菰沢2番地3,37.3750581,136.8026021,,,,,,,,,
19,,4,小学校,輪島市立大屋小学校,石川県輪島市小伊勢町日隅7番地3,37.3831903,136.8889859,,,,,,,,,
14,,4,中学校,輪島市立輪島中学校,石川県輪島市宅田町25部36番地1,37.3856294,136.898571,,,,,,,,,
80,,4,保育園,かわい保育園,石川県輪島市河井町20-１-７,37.388313,136.907364,(0768) 23-4117,,２か月後から,,,(月〜金)7:15〜18:15 (土)7:15〜18:00,,,
77,,4,保育園,わじまミドリ保育園,石川県輪島市水守町堂端14番,37.3888549,136.8917505,(0768)23-1300,,２か月後から,,,(月〜金)7:15〜18:15 (土)7:15〜18:00,,,
39,,4,高校,石川県立輪島高等学校,石川県輪島市河井町18部42の2,37.39008957920235,136.90460443496704,,,,,,,,,
49,,4,幼稚園,海の星幼稚園,石川県輪島市河井町13部29の4,37.39026858868475,136.9097113609314,(0768)22-2087,,２か月後から,,,（月〜金）7:15〜18:15 （土）7:15〜12:30,,,
17,,4,小学校,輪島市立河井小学校,石川県輪島市河井町18ー12,37.392033087852454,136.90353155136108,,,,,,,,,
28,,4,保健所,能登北部保健福祉センター,輪島市鳳至町畠田102の4,37.392076,136.896543,0768-22-2011,,,,,,,,
50,,4,保育園,河井保育所,石川県輪島市河井町13-120-1,37.3923597,136.9071726,(0768)22-2230,,２か月後から,,,(月〜金)7:15〜18:15 (土)7:15〜18:00,,,
69,,4,幼稚園,和光幼稚園・あいこう園,石川県輪島市河井町23-16-1,37.3925678,136.9016703,(0768) 22-0646,,２か月後から,,,（月〜金）7:15〜18:45（土）7:15〜12:30,,,
9,,4,小学校,輪島市立鳳至小学校,石川県輪島市鳳至町堂金田1番地,37.3954978,136.895143,,,,,,,,,
56,,4,保育園,市立鵠巣保育所,石川県輪島市大野町菰沢35,37.3975766,136.9335452,(0768)22-3471,,２か月後から,,,(月〜金)7:30〜18:30 (土)7:30〜13:00,,,
57,,4,保育園,市立鳳来保育所,石川県輪島市鳳至町石浦町83-1,37.3985003,136.8969926,(0768)22-2231,,２か月後から,,,(月〜金)7:30〜18:30 (土)7:30〜13:00,,,
66,,4,中学校,宝立小中学校,珠洲市宝立町鵜飼丑部８３番地,37.4032732217895,137.23770332142635,0768-84-1106,0768-84-1106,,,,,,,
4,,4,保育園,鵜飼保育所,珠洲市宝立町春日野甲字８番地１,37.405105,137.240742,0768‐84-1408,,,,,8:00〜16:30（月〜金曜日）、8:00〜12:30（土曜日）,,,
15,,4,小学校,輪島市立町野小学校,石川県輪島市町野町粟倉河原田42番地,37.42254297572437,137.08929061889648,,,,,,,,,
18,,4,中学校,輪島市立東陽中学校,石川県輪島市町野町粟倉河原田33番地,37.4226281814727,137.0881426334381,,,,,,,,,
74,,4,小学校,上戸小学校,珠洲市上戸町寺社５字７４番地の２,37.427237,137.249932,0768-82‐0168,0768-82‐0168,,,,,,,
75,,4,保育園,上戸保育所,珠洲市上戸町寺社い字８７番地,37.428078,137.247792,0768‐82-1527,,,,,8:00〜16:30（月〜金曜日）、8:00〜12:30（土曜日）,,,
79,,4,保育園,まちの保育園,石川県輪島市町野町広江4-48,37.4282072,137.087581,(0768)32-0209,,２か月後から,,,(月〜金)7:15〜18:15 (土)7:15〜12:45,,,
60,,4,保育園,市立南志見保育所,石川県輪島市里町32-47,37.4309567,137.0341607,(0768)34-1212,,２か月後から,,,(月〜金)7:30〜18:30 (土)7:30〜13:00,,,
20,,4,小学校,輪島市立南志見小学校,石川県輪島市里町3部16番地,37.4319872,137.0330358,,,,,,,,,
5,,4,小学校,飯田小学校,珠洲市飯田町１９部６１番地,37.439955,137.259781,0768-82‐0044,0768-82‐0044,,,,,,,
48,,4,児童館,珠洲市児童館,珠洲市飯田町９部１５５番地,37.440477,137.263958,0768‐82-5479,,,,,8:30〜17:00,,,
6,,4,保育園,飯田保育所,珠洲市若山町出田４１部７番地,37.440688,137.262833,0768‐82-0479,,,,,8:00〜16:30（月〜金曜日）、8:00〜12:30（土曜日）,,,
25,,4,保育園,蛸島保育所,珠洲市蛸島町鉢ケ崎部１番１,37.442525,137.319403,0768‐82-1952,,,,,8:00〜16:30（月〜金曜日）、8:00〜12:30（土曜日）,,,
24,,4,小学校,蛸島小学校,珠洲市蛸島町ワ部６９番地,37.442814,137.313529,0768-82‐0524,0768-82‐0524,,,,,,,
41,,4,小学校,直小学校,珠洲市野々江町ニ部３８番地の２,37.443949,137.281698,0768-82‐0313,0768-82‐0313,,,,,,,
52,,4,保育園,正院保育所,珠洲市正院町正院を部４番地,37.444844,137.286848,0768‐82-1974,,,,,8:00〜16:30（月〜金曜日）、8:00〜12:30（土曜日）,,,
51,,4,小学校,正院小学校,珠洲市正院町川尻１部３９番地,37.445435,137.296505,0768-82‐0404,0768-82‐0404,,,,,,,
29,,4,中学校,緑丘中学校,珠洲市野々江町６の部１番地,37.44656,137.272807,0768-82‐0250,0768-82‐3199,,,,,,,
64,,4,保育園,小泊保育所,珠洲市三崎町小泊１７部３３番地１,37.451089,137.358512,0768‐88-2147,,,,,8:00〜16:30（月〜金曜日）、8:00〜12:30（土曜日）,,,
26,,4,小学校,若山小学校,珠洲市若山町古蔵１１部１００番地の１,37.456478,137.242632,0768-82‐0240,0768-82‐0240,,,,,,,
27,,4,保育園,若山保育所,珠洲市若山町火宮８部１４番地１,37.45763,137.237973,0768‐82-0142,,,,,8:00〜16:30（月〜金曜日）、8:00〜12:30（土曜日）,,,
76,,4,中学校,三崎中学校,珠洲市三崎町宇治ヨ部１１４番地,37.473969,137.342425,0768-88‐2423,0768-88‐2423,,,,,,,
30,,4,保育園,粟津保育所,珠洲市三崎町粟津ロ部３５番地１,37.485642,137.338668,0768‐88-2001,,,,,8:00〜16:30（月〜金曜日）、8:00〜12:30（土曜日）,,,
78,,4,小学校,みさき小学校,珠洲市三崎町粟津ロ部１０番地の１,37.486834,137.339245,0768-88‐2019,0768-88‐2019,,,,,,,
67,,4,保育園,大谷保育所,珠洲市大谷町５字２８番地１,37.499246,137.173452,0768‐87-2011,,,,,8:00〜16:30（月〜金曜日）、8:00〜12:30（土曜日）,,,
68,,4,中学校,大谷中学校,珠洲市大谷町１字７８番地,37.499946,137.176374,0768-87‐2019,0768-87‐2019,,,,,,,
23,,4,小学校,西部小学校,珠洲市大谷町２部４７番甲地,37.501186,137.171269,0768-87‐2016,0768-87‐2016,,,,,,,
8,,4,小学校,輪島市立鳳至小学校舳倉島分校,石川県輪島市海士町所属舳倉島高見1番地,37.85089536969608,136.91924929618835,,,,,,,,,
13,,4,中学校,輪島市立輪島中学校舳倉島分校,石川県輪島市海士町所属舳倉島高見1番地,37.850899605495506,136.91931903362274,,,,,,,,,
